clarity,timepoint,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,amp_p0,freq_p0,p0prominence,a1p0,a3p0,vwl_amp_rms,vwl_duration,appendix_dur,Label
clear,3,445,48.17,184,1204,31.05,368,2995,22.64,304,48.29,215,0.12,-0.12,-25.6535,0.092202909,171,0.025,0
clear,3,709,55.11,895,830,55.11,73,3050,19.02,1831,46.78,215,3.72,8.33,-27.75942,0.09653236,162,0.081,0
clear,3,431,51.47,268,1157,34.56,414,3070,25.2,189,51.47,237,4.24,0,-26.26992,0.152379782,153,0.034,0
clear,3,664,54.3,332,910,54.3,108,2259,15.22,827,49.05,215,0.7,5.25,-33.8288,0.126934328,122,0.046,0
clear,3,668,49.62,475,1048,49.58,167,2626,14.34,2185,49.28,194,3.96,0.34,-34.94151,0.169591113,218,0.128,0
clear,3,639,54.61,342,958,54.61,92,2664,20.16,836,49.09,194,3.42,5.52,-28.93083,0.170991974,200,0.067,0
clear,3,515,50.1,270,1217,36.53,427,3106,26.95,348,51.21,237,1.11,-1.11,-24.26148,0.175191262,172,0.054,0
clear,3,458,47.2,191,1255,30.9,323,3079,24.05,175,46.09,215,7.03,1.11,-22.03529,0.103989261,178,0.054,0
clear,3,654,53.79,313,941,53.79,156,2381,23.76,459,49.13,215,2.28,4.66,-25.37099,0.146991015,150,0.036,0
normal,3,815,54.28,259,1093,48.52,576,1369,37.58,2084,53.3,258,11.4,0.98,-15.72069,0.134696339,193,0.05,1
normal,3,889,54.45,127,1529,36.66,834,3196,12.62,1740,53.37,245,8.45,1.08,-40.7534,0.205842659,178,0.06,1
normal,3,814,51.25,390,1328,45.68,447,2336,24.22,2431,53.03,280,14.28,-1.78,-28.81356,0.150957243,205,0,1
normal,3,351,55.88,391,1239,32.54,387,2875,12.72,2114,55.88,280,20.17,0,-43.15662,0.120022338,175,0.018,1
normal,3,387,55.91,390,1257,38.99,288,2679,19.86,957,55.91,280,13.07,0,-36.05469,0.158613835,215,0.032,1
normal,3,895,56.16,152,940,56.16,999,2115,20.82,1331,52.94,242,16.03,3.22,-32.1227,0.146273871,209,0.043,1
normal,3,931,48.26,450,1440,46.61,200,2812,21.29,1050,53.49,280,11.85,-5.23,-32.19799,0.11845643,206,0.031,1
normal,3,362,53.71,340,1203,39.15,134,2750,13.89,964,53.71,301,33.32,0,-39.82432,0.089301178,209,0.081,1
normal,3,486,53.88,1705,873,53.39,140,2106,16.68,1433,53.88,280,15.36,0,-37.19852,0.166249861,186,0.06,1
normal,3,825,50.93,452,1363,45.79,258,3088,15.61,740,54.76,280,18.99,-3.83,-39.15313,0.113879287,180,0.078,1
normal,3,883,53.97,342,1387,51.24,212,2858,14.77,1530,56.13,280,13.15,-2.16,-41.36494,0.222582979,191,0.064,1
normal,3,345,55.84,302,1238,34.03,322,2698,16.09,1187,55.84,280,17.84,0,-39.74658,0.147986958,169,0.026,1
normal,3,840,54.34,503,982,54.34,433,1115,49.23,1598,54.4,258,11.71,-0.06,-5.17126,0.165372233,168,0.039,1
normal,3,864,53.02,265,1421,47.63,139,3788,21.66,390,54.9,280,13.07,-1.88,-33.23627,0.186690915,172,0.047,1
normal,3,327,56.47,243,1235,31.64,390,2912,12.66,1450,56.47,258,16.19,0,-43.80531,0.109531952,160,0,1
normal,3,692,56.66,253,989,56.66,165,2311,18.15,978,54.88,258,10.29,1.78,-36.72801,0.12500886,164,0,1
normal,3,359,57.91,312,1262,36.18,263,3663,18.88,604,57.91,258,13.86,0,-39.03141,0.122082517,177,0.042,1
normal,3,351,58.03,244,1263,40,171,2647,21.57,809,58.03,258,11.77,0,-36.46395,0.129324046,183,0.032,1
normal,3,734,53.82,504,1256,48.34,139,2561,13.89,1546,55.62,258,11.28,-1.8,-41.73464,0.178973019,248,0.035,1
normal,3,647,49.94,595,1231,46.75,220,2673,23.4,930,55.83,258,14.51,-5.89,-32.42854,0.168253078,193,0.024,1
normal,3,651,54.26,407,999,54.26,176,2344,20.55,940,55.61,258,12.74,-1.35,-35.06296,0.153838221,197,0.067,1
normal,3,655,52.14,325,1259,47.27,201,2557,25.89,770,56.29,258,14.02,-4.15,-30.39729,0.140863636,171,0.043,1
normal,3,371,57.32,188,1250,35.08,282,2572,18.71,790,57.32,258,10.01,0,-38.61087,0.227465955,150,0.024,1
normal,3,696,50.03,520,1324,49.04,159,2618,23.46,731,54.8,258,13.07,-4.77,-31.34205,0.155568467,187,0.022,1
normal,3,749,50.96,470,1276,48.55,1009,3422,24.47,260,55.08,258,9.75,-4.12,-30.61088,0.155686165,164,0.055,1
normal,3,582,47.58,1198,977,44.8,944,1370,44.72,268,56.17,237,10.63,-8.59,-11.44637,0.140850506,139,0.031,1
normal,3,321,57.94,210,1345,34.33,290,2686,22.75,639,57.94,258,14.15,0,-35.18828,0.124566148,165,0.049,1
normal,3,594,51.68,519,1010,49.21,207,2343,19.32,880,55.63,258,12.16,-3.95,-36.31457,0.126774784,174,0.048,1
normal,3,394,57.91,198,1271,38.47,236,2708,19.61,1115,57.91,258,7.59,0,-38.29671,0.221075765,172,0,1
normal,3,628,52.36,309,1034,43.64,491,2424,22.07,980,55.92,237,10.26,-3.56,-33.84787,0.124510752,159,0.021,1
normal,3,659,51.1,638,988,52.69,229,2297,19.73,933,55.78,237,9.29,-4.68,-36.05391,0.145981569,162,0.032,1
normal,3,591,48.66,436,1243,48.4,119,2386,19.99,1328,54.18,258,10.94,-5.52,-34.19211,0.193660135,126,0.038,1
normal,3,741,53.94,278,1031,49.45,431,2640,12.34,2439,53.95,237,6.52,-0.01,-41.60645,0.144878474,172,0.045,1
normal,3,339,56.38,233,1264,36.33,187,2694,19.13,619,56.38,258,13.95,0,-37.24917,0.152147089,152,0.047,1
normal,3,307,54.97,423,1343,33.66,308,2762,22.07,592,54.97,258,16.29,0,-32.89626,0.138254009,184,0.063,1
normal,3,645,52.76,1227,806,52.76,147,2449,15.78,1154,53.34,258,15.63,-0.58,-37.55504,0.153969703,228,0.044,1
clear,3,869,48.32,126,1446,30.31,883,3565,5.77,2085,50.47,215,7.73,-2.15,-44.69872,0.098837598,182,0.069,0
clear,3,606,50.73,3230,770,50.73,258,1845,19.83,614,52.79,237,7.49,-2.06,-32.9565,0.164070009,128,0.039,0
clear,3,885,51.2,257,1317,42.72,335,2732,19.83,596,52.17,215,5.58,-0.97,-32.33884,0.145890653,158,0.024,0
clear,3,359,56.03,226,1255,35.08,217,2870,14.79,942,56.03,237,8.78,0,-41.24085,0.122072755,146,0.028,0
clear,3,342,56.3,301,1229,33.02,268,2735,9.39,2621,56.3,215,9.07,0,-46.90722,0.142436327,143,0.032,0
clear,3,891,52.64,128,1436,36,860,3184,9.45,1478,54.59,237,9.81,-1.95,-45.14347,0.127826389,171,0.021,0
clear,3,944,49.46,416,1330,47.88,267,2896,12.74,2362,55.21,237,8.18,-5.75,-42.46971,0.125205909,180,0.045,0
clear,3,360,56.84,333,1301,38.53,226,2755,23.72,643,56.84,258,12.6,0,-33.12102,0.102159382,150,0.082,0
clear,3,907,49.16,251,1440,37.17,879,3826,17.56,525,55.85,237,11.54,-6.69,-38.28703,0.155722801,179,0.065,0
clear,3,326,54.07,1004,1205,40.04,302,2944,19.06,1037,54.07,237,11.96,0,-35.00812,0.101792666,155,0.07,0
clear,3,848,47.05,387,1128,42.24,357,3141,-0.3,1037,54.47,215,7.81,-7.42,-54.77,0.174777039,171,0.027,0
clear,3,313,55.9,594,1236,39.17,265,2784,20.18,799,55.9,237,10.42,0,-35.7171,0.166083809,168,0.051,0
clear,3,895,56.36,121,1359,42.15,668,3989,28.51,148,56.11,237,7.76,0.25,-27.5993,0.192772159,159,0.076,0
clear,3,563,46.84,657,1196,43.87,341,2496,21.85,1084,54.78,237,10.97,-7.94,-32.92817,0.189376398,196,0.057,0
clear,3,393,55.48,361,1285,38.94,297,2808,20.79,777,55.48,258,7.87,0,-34.68685,0.113749997,182,0.051,0
clear,3,668,53.73,654,915,53.73,229,2004,17,1517,56.13,237,6.37,-2.4,-39.12582,0.1430217,153,0.06,0
clear,3,362,55.8,267,1248,36.37,219,2626,15.5,1279,55.8,258,11.07,0,-40.30114,0.089547208,153,0.045,0
clear,3,358,54.6,230,1228,33.97,237,2355,8.37,1476,54.6,258,11.12,0,-46.23069,0.07934865,170,0.039,0
clear,3,658,47.94,619,1244,48.62,171,2413,25.08,996,54.31,215,6.37,-6.37,-29.22592,0.168253304,197,0.085,0
clear,3,488,51.94,580,1201,47.97,115,2547,24.4,898,54.82,237,10.68,-2.88,-30.42322,0.166777601,138,0.059,0
clear,3,836,53.65,1129,884,53.65,229,2054,19.35,1602,54.21,237,5.26,-0.56,-34.86044,0.166164678,180,0.038,0
clear,3,529,45.52,675,1172,45.94,252,2130,19.43,1027,55.03,237,10.06,-9.51,-35.59948,0.131289451,199,0.097,0
clear,3,622,43.03,1528,1303,37.92,364,3942,21.19,488,55.99,237,12.96,-12.96,-34.80307,0.230017268,171,0.022,0
clear,3,475,52.85,745,1232,36.9,508,2170,19.06,1493,55.29,237,10.26,-2.44,-36.23328,0.169809434,167,0.044,0
clear,3,495,42.64,616,1119,35.04,336,2548,17.33,1076,50.96,215,8.31,-8.32,-33.62996,0.143006795,146,0.035,0
clear,3,659,48.02,720,1223,44.73,331,1609,31.02,2311,54.86,258,10.22,-6.84,-23.83565,0.139662795,180,0.035,0
clear,3,412,55.7,221,1202,36.4,355,2674,17.74,859,55.7,258,6.89,0,-37.95952,0.101242186,179,0.071,0
clear,3,794,50.8,259,1294,36.13,840,4051,23.33,173,56.3,258,10.87,-5.5,-32.96888,0.14666475,158,0.022,0
clear,3,411,56.19,320,1095,42.54,217,3560,17.2,812,56.19,237,5.45,0,-38.98652,0.231619379,207,0.063,0
clear,3,740,53.69,376,974,51.15,417,2295,21.84,764,54.22,237,5.51,-0.53,-32.37797,0.137525992,189,0.024,0
clear,3,715,51.29,539,1009,48.85,452,2505,22.69,784,54.68,237,7.18,-3.39,-31.9881,0.163369495,141,0.048,0
clear,3,907,50.15,273,1325,46.25,230,2859,12.15,955,53.38,237,6.25,-3.23,-41.22628,0.245588424,171,0.079,0
clear,3,869,56.34,182,1087,56.34,545,3774,20.54,407,54.08,215,2.52,2.26,-33.53508,0.148270197,164,0.062,0
clear,3,317,55.8,197,1224,32.72,250,2668,13.22,767,55.8,258,12.58,0,-42.57587,0.157883739,164,0.071,0
clear,3,359,56.91,294,1252,39.02,212,2721,20.52,668,56.91,237,9.9,0,-36.38545,0.155867126,143,0.076,0
clear,3,646,54.22,231,1244,39.23,695,3100,12.37,2010,56.91,237,7.11,-2.69,-44.53674,0.230504302,156,0.031,0
normal,3,606,47.47,1358,724,47.47,109,2080,10.85,1793,45.17,215,4.95,2.3,-34.31602,0.09226933,108,0.061,1
normal,3,711,49.06,63,1996,18.6,766,3285,28.97,150,47.21,215,4.59,1.85,-18.24456,0.157285734,101,0.026,1
normal,3,723,48.01,241,1246,48.3,132,2347,21.69,726,45.39,215,4.1,2.62,-23.70404,0.120188034,118,0.067,1
normal,3,520,44.01,179,2019,17.91,1110,2918,25.31,469,46.88,215,4.2,-2.87,-21.57077,0.092876598,114,0.055,1
normal,3,613,39.13,289,2056,13.11,880,3280,18.95,641,46.36,194,5.31,-7.23,-27.4117,0.121708351,117,0.079,1
normal,3,728,48.32,94,2223,15.54,988,3475,23.6,178,47.77,237,4.94,0.55,-24.16594,0.097153229,130,0.055,1
normal,3,762,43.24,549,1344,46.11,179,3312,30.79,2074,46.75,215,3.48,-3.51,-15.95982,0.102907694,143,0.044,1
normal,3,527,40.89,306,2197,17.66,763,2952,16.48,607,44.95,215,3.76,-4.06,-28.46874,0.060077668,104,0.057,1
normal,3,725,45.08,87,2013,15.66,898,2989,18.37,797,46.15,215,4.75,-1.07,-27.77798,0.104384638,98,0.05,1
normal,3,710,42.88,490,1300,42.42,213,3314,28.86,3858,44.74,237,3.88,-1.86,-15.87743,0.066094393,105,0.026,1
normal,3,666,42.31,393,1265,37.15,441,2473,9.42,4018,45.12,215,5.46,-2.81,-35.70098,0.128693853,153,0.048,1
normal,3,521,42.97,1646,611,36.72,684,2512,7.1,834,45.27,215,3.13,-2.3,-38.17254,0.084833141,87,0.056,1
normal,3,814,49.97,122,907,49.97,1427,2989,25.88,2006,45.89,237,4.82,4.08,-20.01094,0.129951737,105,0.065,1
normal,3,668,41.85,225,1274,36.79,242,2999,22.27,2678,43.38,215,4.54,-1.53,-21.11096,0.109469045,117,0.048,1
normal,3,567,42.54,334,2248,21.8,878,3379,16,594,47.77,237,4.22,-5.23,-31.77174,0.078883256,95,0.138,1
normal,3,756,48.68,71,2134,18.76,657,3392,22.34,285,43.91,215,3.65,4.77,-21.56747,0.087949898,120,0.039,1
normal,3,661,36.35,339,2082,13.63,807,3233,19.64,487,47.69,215,4.99,-11.34,-28.05495,0.070170005,117,0.057,1
normal,3,607,43.33,303,839,37.88,2151,2314,18.28,731,47.61,258,3.55,-4.28,-29.33239,0.080769006,80,0.046,1
normal,3,702,41.06,375,1333,41.63,138,3481,31.16,406,45.35,237,4.16,-4.29,-14.18749,0.108224019,143,0.075,1
normal,3,711,44.21,242,1324,38.74,232,3309,24.52,437,44.45,215,4.4,-0.24,-19.929,0.087384622,91,0.039,1
normal,3,541,45.51,174,1019,39.99,99,2732,14.82,282,42.54,237,4.65,2.97,-27.72231,0.079583339,120,0.067,1
normal,3,610,38.47,344,1194,34.66,160,3485,19.97,249,42.95,215,5.28,-4.48,-22.98264,0.06860034,109,0.028,1
normal,3,472,42.49,362,1721,16.04,1198,2839,13.9,1499,47.29,215,4.89,-4.8,-33.38543,0.121988592,99,0.078,1
normal,3,697,43.65,342,1299,39.54,354,2550,12.14,1384,43.75,215,4.69,-0.1,-31.61205,0.099298923,110,0.081,1
normal,3,686,46.56,177,1306,45.29,76,3076,32.73,1201,46.13,237,3.75,0.43,-13.40036,0.103603092,106,0.07,1
normal,3,749,45.28,385,1312,46.08,180,2567,17.66,1326,44.65,237,3.86,0.63,-26.98743,0.141331583,103,0.098,1
normal,3,502,44.26,275,2176,20.26,601,3189,24.24,475,47.71,237,4.44,-3.45,-23.47061,0.081678068,142,0.113,1
normal,3,774,48.9,180,920,46.9,788,2344,21.41,579,46.4,237,5.59,2.5,-24.99077,0.094598201,99,0.073,1
normal,3,598,46.32,248,1892,12.06,992,3117,20.32,543,47.65,237,3.95,-1.33,-27.33379,0.151645365,122,0.031,1
normal,3,728,49.96,101,1777,21.05,911,3462,30.69,123,46.84,258,3.76,3.12,-16.14628,0.093745812,132,0.092,1
normal,3,569,45.28,1752,762,45.82,114,2253,18.99,548,45.85,237,4.9,-0.57,-26.86466,0.105158958,117,0.055,1
normal,3,716,44.26,232,1207,42.12,144,2141,21.87,584,44.66,237,5.2,-0.4,-22.7923,0.110719261,147,0.051,1
normal,3,494,44.51,1237,732,47.71,103,2116,10.75,917,46.85,237,3.99,-2.34,-36.10008,0.11706743,143,0.056,1
normal,3,632,43.49,205,2151,19.05,737,3523,27.29,223,46.51,237,4.38,-3.02,-19.21769,0.112344363,99,0.097,1
normal,3,549,46.24,252,694,42.49,2355,2273,21.67,608,50.74,258,3.18,-4.5,-29.06588,0.133964749,130,0.054,1
normal,3,702,46.75,335,1780,14.59,513,3124,8.94,402,45.57,215,4.72,1.18,-36.6345,0.117322316,126,0.139,1
clear,3,558,50.22,913,787,54.55,80,2267,25.32,340,49.57,129,0.7,0.65,-24.25004,0.142195224,122,0.049,0
clear,3,256,51.56,1405,769,57.41,40,2153,18.7,558,51.56,129,0.27,0,-32.859,0.235799275,88,0.025,0
clear,3,705,53.55,286,1220,54.71,122,2417,26.1,487,53.21,129,1.22,0.34,-27.11217,0.218336444,100,0.03,0
clear,3,594,50.63,200,2424,28.33,477,2875,27.46,1069,53.06,258,1.7,-2.43,-25.59565,0.150912811,73,0.044,0
clear,3,544,47.02,236,2402,21.2,552,3229,14.12,3300,52.72,280,1.12,-5.7,-38.60392,0.188608295,108,0.029,0
clear,3,565,55.23,535,888,55.43,151,2368,23.05,649,54.01,151,0.58,1.22,-30.96069,0.181214413,113,0.025,0
clear,3,645,51.51,316,1448,46.65,136,3109,29.33,495,52.01,280,1.8,-0.5,-22.67527,0.144649367,105,0.087,0
clear,3,471,51.07,265,976,31.41,2535,2363,29.05,507,54.7,258,2.26,-3.63,-25.64886,0.115324279,66,0,0
clear,3,697,52.24,165,1177,30.47,1455,2644,10.09,1246,53.39,258,3.95,-1.15,-43.29843,0.213219981,110,0.025,0
clear,3,686,53.41,319,1385,48.55,185,3251,30.72,1164,53.12,258,2.01,0.29,-22.39915,0.128511686,99,0.04,0
clear,3,719,53.26,228,1341,52.21,94,3100,26.71,2142,52.94,129,0.97,0.32,-26.23209,0.246393069,163,0.034,0
clear,3,466,51.53,1583,618,47.09,578,2348,22.32,558,54.29,280,1.88,-2.76,-31.97096,0.165363166,80,0,0
clear,3,669,48.07,155,1520,24.24,1334,2904,11.65,685,49.35,151,1.52,-1.28,-37.69765,0.198622114,116,0.025,0
clear,3,694,54.03,218,1334,46.85,213,2923,25.5,1131,51.41,280,2.06,2.62,-25.91163,0.234982059,118,0.043,0
clear,3,484,49.55,274,1812,22.09,938,3166,24.84,544,53.29,301,2.68,-3.74,-28.445,0.126229948,108,0.041,0
clear,3,540,50.26,1228,819,53.19,106,2334,18.99,1141,50.26,237,3.49,0,-31.26939,0.123498608,98,0.041,0
clear,3,453,57,244,1810,25.19,1216,2897,25.36,1324,57,323,4.26,0,-31.637,0.169097363,116,0.015,0
clear,3,512,51.2,338,2298,26.37,854,2943,25.57,885,54.5,280,2.36,-3.3,-28.92844,0.150232398,88,0.031,0
clear,3,644,47.74,448,1391,43.98,205,2759,19.42,1285,51.55,280,2.46,-3.81,-32.1312,0.236927469,149,0.044,0
clear,3,660,49.88,298,1321,45.56,227,2499,17.8,2666,50.22,129,0.49,-0.34,-32.41599,0.190030385,75,0,0
clear,3,674,52.28,128,1625,22.57,1135,3410,26.46,308,51.16,151,0.88,1.12,-24.69849,0.187396015,203,0,0
clear,3,625,53.22,197,1294,48.47,165,2519,21.07,2010,53.22,280,2.74,0,-32.15397,0.182086579,94,0.055,0
clear,3,403,54.4,275,1121,29.51,1127,2375,19.79,612,54.86,151,0.47,-0.46,-35.07162,0.285779776,105,0.033,0
clear,3,544,46.1,296,1325,38.48,387,2035,23.99,1305,51.08,301,2.62,-4.98,-27.08907,0.1779687,107,0.038,0
clear,3,709,52.52,194,1413,46.47,118,3058,24.78,405,51.33,280,2.75,1.19,-26.54811,0.145000787,110,0.026,0
clear,3,589,46.74,226,1361,42.02,146,2029,21.86,1303,49.24,280,2.17,-2.5,-27.37537,0.213058918,82,0,0
clear,3,433,56.57,206,1323,27.67,1903,2389,18.31,1548,56.57,323,4.94,0,-38.26217,0.150097149,110,0.039,0
clear,3,720,54.66,714,751,54.66,114,2314,19.96,484,50.39,258,2.39,4.27,-30.42606,0.151270364,128,0.043,0
clear,3,433,54.22,351,1147,27.4,2089,2400,19.73,1386,55,151,0.78,-0.78,-35.26584,0.22682969,118,0.034,0
clear,3,621,54.97,383,1593,24.81,1055,3264,18.6,341,51.61,301,2.67,3.36,-33.01377,0.141184128,112,0,0
clear,3,736,55.19,99,1116,37.57,1019,3327,28.52,147,50.97,323,1.66,4.22,-22.44568,0.27139507,131,0,0
clear,3,640,47.66,280,1219,45.45,188,2316,20.84,879,50.79,129,0.27,-3.13,-29.94691,0.222394626,135,0.045,0
clear,3,490,48.1,1311,706,50.34,155,2317,14.82,943,50.92,280,2.02,-2.82,-36.10159,0.158105207,120,0,0
clear,3,646,35.95,462,1921,16.27,730,3144,15.19,539,49.37,258,4.45,-13.42,-34.18461,0.16458779,96,0,0
clear,3,471,48.89,228,1819,18.64,1587,2741,17.59,857,53.94,280,3.66,-5.05,-36.35333,0.183037957,118,0.035,0
clear,3,615,52.33,190,906,44.98,1097,2242,15.95,1107,50.84,280,2.04,1.49,-34.8937,0.179549036,118,0,0
normal,3,318,48.51,615,812,41.37,117,2287,12.1,354,48.51,215,5.51,0,-36.41166,0.062051972,156,0.044,1
normal,3,255,48.15,647,763,40.6,121,2234,4.86,623,48.15,237,15.87,0,-43.28521,0.076671893,150,0.012,1
normal,3,416,47.94,406,1168,34.11,139,2036,13.01,446,47.94,215,7.99,0,-34.92532,0.056115703,91,0.03,1
normal,3,291,48.8,152,932,25.4,565,2386,5.93,328,48.8,237,13.61,0,-42.87448,0.053622552,125,0.065,1
normal,3,408,48.74,153,2159,8.67,411,3138,-1.87,1328,48.74,215,7.54,0,-50.60781,0.056314865,89,0.026,1
normal,3,365,44.45,725,1065,41.18,114,2461,2.55,575,44.45,215,9.25,0,-41.89734,0.058279209,124,0.049,1
normal,3,881,33.02,585,1398,26.36,826,3519,13.52,310,44.86,215,5.13,-11.84,-31.3385,0.043119201,132,0.033,1
normal,3,297,46.02,103,2019,1.86,204,3302,-4.81,453,46.02,215,14.35,0,-50.82507,0.036355638,135,0.022,1
normal,3,267,48.9,1216,1173,28.26,465,3533,11.92,576,48.9,237,15.61,0,-36.98348,0.054474479,137,0,1
normal,3,669,38.32,1276,1166,33.76,472,2819,3.43,715,44.38,172,3.35,-6.06,-40.94657,0.033384591,87,0.032,1
normal,3,510,40.76,442,1206,30,337,2006,10.17,1137,45.13,194,4.37,-4.37,-34.96419,0.066031388,111,0.038,1
normal,3,362,46.2,174,2107,1.77,516,3563,-0.05,446,46.2,215,6.95,0,-46.24728,0.044308245,87,0.048,1
normal,3,687,34.06,172,2139,8.98,621,3577,6.8,402,47.51,215,10.54,-13.45,-40.71103,0.073739495,140,0.048,1
normal,3,618,40.05,588,1170,34.91,305,2065,17.25,993,45.87,215,4.71,-5.82,-28.61717,0.073807852,95,0.048,1
normal,3,498,40.03,329,2096,13.56,402,3431,11.47,425,49.06,215,9.03,-9.03,-37.58951,0.050086619,93,0.058,1
normal,3,529,45.16,673,944,43.94,205,2278,15.34,1214,48.04,194,2.87,-2.88,-32.70252,0.059062902,81,0.021,1
normal,3,467,40.53,325,1964,8.89,654,3120,-0.44,1080,46.78,215,6.25,-6.25,-47.21781,0.040808975,91,0.042,1
normal,3,349,48.47,328,932,23.05,1085,2206,12.15,318,48.47,215,10.49,0,-36.31626,0.042052643,95,0.047,1
normal,3,290,46.12,593,1085,31.62,151,2138,10.16,662,46.12,237,18.98,0,-35.95671,0.08501513,244,0.042,1
normal,3,352,46.28,548,1025,34.76,162,2019,9.67,604,46.28,215,11.3,0,-36.60808,0.041441853,95,0.044,1
normal,3,734,40.78,86,2117,12.36,332,3538,16.13,54,46.99,194,5.57,-6.21,-30.85502,0.057698005,185,0.102,1
normal,3,545,40.73,559,1232,36.17,215,2060,14.51,1029,45.91,215,5.18,-5.18,-31.39936,0.04771011,93,0.03,1
normal,3,292,49.97,190,920,23.47,1585,2529,2.05,694,49.97,237,15.82,0,-47.92092,0.087870852,115,0.13,1
normal,3,659,39.61,733,1315,36.28,305,2456,10.04,1841,48.18,215,12.71,-8.57,-38.14057,0.046970689,56,0.054,1
normal,3,756,39.51,946,1121,35.38,856,1855,24.49,2000,47.64,215,9.02,-8.13,-23.14721,0.057915664,68,0.056,1
normal,3,204,46.18,555,1326,26.4,268,2008,8.25,1656,46.18,215,12,0,-37.92638,0.052811749,79,0.014,1
normal,3,417,42.42,226,2056,12.27,337,3686,4.41,493,48.47,194,6.05,-6.05,-44.06179,0.043606767,73,0.054,1
normal,3,738,41.67,50,1943,13.22,502,3035,2.56,843,45.52,194,6.06,-3.85,-42.9609,0.053953557,132,0.06,1
normal,3,242,48.53,47,1428,6.63,1390,2181,1.83,633,48.53,215,16.92,0,-46.69824,0.083512526,150,0.026,1
normal,3,794,45.51,63,2147,12.78,1087,3830,6.77,580,46.81,215,4.53,-1.3,-40.04378,0.056222326,151,0.033,1
normal,3,871,44.55,76,2158,11.25,1946,3819,12.79,671,48.72,215,12.91,-4.17,-35.92884,0.053656791,106,0.036,1
normal,3,246,48.98,1009,1143,32.28,440,1724,20.24,1094,48.98,215,14.93,0,-28.73729,0.07222568,99,0.041,1
normal,3,807,43.22,74,2148,11.14,691,3649,11.36,291,48.65,215,9,-5.43,-37.28779,0.071372752,182,0.044,1
normal,3,291,47.86,432,1066,25.32,959,2321,9.14,832,47.86,215,13.64,0,-38.72164,0.052645605,76,0.045,1
normal,3,297,49.06,228,641,35.19,1866,2169,14.48,187,49.06,215,13.86,0,-34.57682,0.074110598,124,0.031,1
normal,3,567,42.04,756,837,42.22,232,2222,13.74,1136,46.68,194,4.8,-4.64,-32.93787,0.062698661,102,0.016,1
clear,3,441,47.9,684,893,45.42,73,1993,10.75,792,47.9,237,10.9,0,-37.14744,0.069560917,135,0.041,0
clear,3,527,43.92,463,842,44.47,109,2293,6.98,805,47.61,215,10.33,-3.69,-40.63124,0.087033338,92,0.042,0
clear,3,486,37.27,625,1071,40.45,128,1977,15.5,694,46.99,215,11.8,-9.72,-31.49356,0.060889991,71,0.028,0
clear,3,495,50.51,156,1673,20.18,1464,3314,7.24,764,50.51,280,5.63,0,-43.26936,0.0706362,139,0.081,0
clear,3,449,49.58,466,765,34.07,1023,2408,11.54,772,49.58,237,7.93,0,-38.04467,0.075039972,104,0.023,0
clear,3,664,47.9,334,1040,47.06,170,3087,14.42,4768,50.32,237,9.06,-2.42,-35.90366,0.070307863,94,0.043,0
clear,3,833,43.34,495,1554,34.06,495,3395,18.73,347,50.81,280,13.97,-7.47,-32.07523,0.079346844,140,0.053,0
clear,3,453,49.7,181,2107,8.35,451,3083,0.09,803,49.7,258,7.12,0,-49.60903,0.041795703,117,0.02,0
clear,3,364,45.13,490,897,35.58,192,2176,13.75,301,45.13,244,9.64,0,-31.38191,0.050640893,116,0,0
clear,3,595,42.59,440,1201,43.68,115,2087,20.15,722,47.83,237,12.5,-5.24,-27.68279,0.046779143,86,0.068,0
clear,3,458,49.46,707,1200,40.81,215,1641,24.65,1040,49.46,237,11.82,0,-24.8093,0.081297495,108,0.09,0
clear,3,386,49.96,163,893,28.13,727,2203,15.37,264,49.96,258,7.61,0,-34.58684,0.057429957,70,0.084,0
clear,3,448,50.18,720,936,46.05,155,1906,15.78,1705,50.18,280,11.61,0,-34.39709,0.085841758,83,0.054,0
clear,3,237,49.08,1194,986,41.43,278,2067,21.16,726,49.08,258,18.12,0,-27.92274,0.062519578,80,0.026,0
clear,3,373,51.32,182,2133,14.94,271,3579,7.73,426,51.32,280,12.99,0,-43.59035,0.06633562,92,0.026,0
clear,3,440,49.33,1139,855,46.27,189,2073,15.68,1034,49.33,258,12.52,0,-33.65119,0.061273996,100,0.071,0
clear,3,408,49.59,208,1492,19.61,1184,2394,14.09,454,49.59,280,9.83,0,-35.50483,0.046824276,83,0.074,0
clear,3,362,49.57,311,777,33.74,491,2327,10.39,267,49.57,258,9.56,0,-39.18302,0.041166079,70,0.056,0
clear,3,733,46.83,316,1225,36.12,2897,1809,39.45,191,50.03,237,9.59,-3.2,-10.58324,0.100345039,102,0.055,0
clear,3,998,41.23,356,1330,38.8,715,3372,10.56,1109,46.18,280,14.87,-4.95,-35.62139,0.047729057,71,0.076,0
clear,3,310,52.7,327,881,45.02,66,2231,15.37,410,52.7,241,14.66,0,-37.33488,0.0892308,182,0.047,0
clear,3,557,53.77,870,1075,49.27,272,1840,27.38,831,53.77,280,14.27,0,-26.38505,0.086373344,112,0.039,0
clear,3,342,52.38,130,897,28.87,715,2246,11.5,374,52.38,242,13.16,0,-40.88452,0.093153102,65,0.08,0
clear,3,917,41.5,528,1439,36.35,251,3270,18.6,424,49.08,301,42.43,-7.58,-30.48146,0.061684872,72,0.051,0
