clarity,timepoint,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,amp_p0,freq_p0,p0prominence,a1p0,a3p0,vwl_amp_rms,vwl_duration,appendix_dur,Label
clear,3,210,49.93,1015,962,38.99,560,1767,25.15,343,49.93,280,20.19,0,-24.77638,0.078156035,156,0.076,0
clear,3,362,47.16,419,1137,29.29,274,1850,14.92,633,47.16,258,19.39,0,-32.23546,0.06041047,65,0.08,0
clear,3,486,53.74,201,800,48.77,862,2168,16.03,537,53.74,241,4.98,0,-37.71228,0.078789748,87,0.087,0
clear,3,334,51.68,559,840,37.19,646,2195,15.95,493,51.68,258,14.36,0,-35.73008,0.066548317,105,0.062,0
clear,3,337,51.95,92,893,29.79,324,2149,11.97,204,51.95,301,39.65,0,-39.98099,0.090137653,72,0.041,0
clear,3,579,49.5,458,936,49.37,173,2622,14.82,1183,51.45,280,4.03,-1.95,-36.63164,0.065153543,71,0.029,0
clear,3,482,44.27,508,1007,40.19,168,2226,13.95,625,48.47,237,11.51,-4.2,-34.51532,0.066202965,70,0.025,0
clear,3,442,51.78,233,1208,45.88,51,1978,17.69,527,51.78,301,39.22,0,-34.08831,0.092640456,88,0.048,0
clear,3,544,49.17,390,926,49.17,137,2455,12.32,1167,51.52,258,7.17,-2.35,-39.19832,0.103410482,99,0.079,0
clear,3,354,47.28,366,775,30.03,1487,2261,8.28,644,47.28,215,10.63,0,-39.0002,0.063400354,80,0.021,0
clear,3,276,49.69,111,948,25.51,618,2372,4.27,412,49.69,237,16.28,0,-45.42393,0.081926179,93,0.034,0
clear,3,623,48.31,543,938,48.31,260,2278,13.42,1587,51.32,237,9.63,-3.01,-37.89939,0.094945218,108,0.038,0
normal,3,689,56.9,368,998,56.9,248,2246,22.55,1794,55.76,234,0.18,1.14,-33.20856,0.202500493,145,0.102,1
normal,3,295,55.52,1060,833,58.27,38,2043,19.66,572,55.52,280,6.43,0,-35.85818,0.264357448,136,0.042,1
normal,3,635,52.36,1221,983,52.36,421,1552,40.87,779,55.82,280,10.68,-3.46,-14.9488,0.169648727,133,0.043,1
normal,3,303,53.48,193,1181,28.81,395,2524,6.55,1555,53.48,280,22.97,0,-46.93011,0.116115941,110,0.035,1
normal,3,459,51.62,226,1116,33.43,427,2520,7.59,1415,15.73,258,34.36,35.89,-8.14473,0.160258903,121,0.027,1
normal,3,660,56.23,376,839,56.23,210,2664,18.19,1032,55.81,215,14.27,0.42,-37.62478,0.153929568,123,0.05,1
normal,3,816,53.04,298,1235,47.35,3408,1394,47.35,281,54.76,237,12.98,-1.72,-7.40846,0.13847324,121,0.028,1
normal,3,307,55.93,236,1658,20.39,1159,1755,20.39,2693,55.93,237,15.05,0,-35.5447,0.087292625,89,0.047,1
normal,3,719,54.71,374,904,54.71,160,2446,10.54,2551,48.56,240,0.73,6.15,-38.01713,0.167564454,115,0.036,1
normal,3,811,51.45,205,1007,51.45,829,1961,18.57,2144,50.61,258,10.32,0.84,-32.03622,0.100372393,127,0.033,1
normal,3,799,53.36,393,1296,48.7,444,1598,46.31,2283,55.02,280,8.48,-1.66,-8.71048,0.164874877,120,0.04,1
normal,3,283,55.83,125,1224,28.63,498,2201,14.94,510,55.83,258,20.92,0,-40.88875,0.17503518,180,0.071,1
normal,3,357,53.73,966,1084,40.39,546,2347,10.26,757,53.73,258,15.68,0,-43.47212,0.147258865,215,0.045,1
normal,3,872,45.97,189,1445,40.44,129,3250,17.36,474,52.39,237,16.21,-6.42,-35.03029,0.114980271,120,0.037,1
normal,3,622,39.36,455,1701,13.27,1613,2858,9.98,738,51.98,237,14.39,-12.62,-42.00155,0.052598611,79,0.025,1
normal,3,758,50.85,205,1047,43.75,704,3346,15.92,567,51.49,237,11.01,-0.64,-35.56603,0.058192165,66,0.057,1
normal,3,277,52.2,123,1391,21.84,584,2864,5.12,1094,52.2,237,18.55,0,-47.08346,0.073928681,140,0.039,1
normal,3,574,35.38,426,1941,5.2,2716,3519,3.53,844,50.37,215,24.15,-14.99,-46.83842,0.073747363,75,0.049,1
normal,3,792,52.55,232,1370,48.02,100,3329,27.89,203,53.76,237,13.1,-1.21,-25.86772,0.153321902,147,0.034,1
normal,3,846,45.9,198,1407,38.7,141,3678,21.6,204,51.92,237,17.16,-6.02,-30.32371,0.093493676,80,0.042,1
normal,3,455,50.81,1232,848,45.66,279,1657,17.2,1837,50.81,237,11.54,0,-33.60791,0.071109969,124,0.026,1
normal,3,812,45.56,178,1576,32.37,136,3642,9.43,413,49.51,237,15.78,-3.95,-40.08191,0.053647896,70,0.021,1
normal,3,283,51.68,323,1027,23.33,639,2099,2.9,2062,51.68,237,24.09,0,-48.77597,0.09852337,128,0.047,1
normal,3,761,52.11,176,1178,49.85,114,2514,14.22,1669,48.18,266,6.77,3.93,-33.96436,0.137169638,85,0.045,1
normal,3,786,48.54,293,1456,45.91,110,3135,19.33,637,50.56,280,5.28,-2.02,-31.23085,0.097424778,136,0.035,1
normal,3,542,45.14,1352,897,45.14,296,1473,29.34,768,49.62,237,19.88,-4.48,-20.2791,0.079472926,79,0.064,1
normal,3,311,49.47,164,943,26.24,781,2968,8.1,1814,49.47,258,14.17,0,-41.36791,0.052382669,144,0.021,1
normal,3,394,50.73,1030,792,50.31,83,2100,13.94,910,50.73,258,5.87,0,-36.79095,0.089374908,103,0.041,1
normal,3,283,50.63,89,1233,20.74,627,2310,3.18,1330,50.63,258,18.3,0,-47.44892,0.090284765,83,0.042,1
normal,3,486,50.13,414,936,42.66,293,2711,14.36,1667,50.13,258,5.62,0,-35.77102,0.063664094,57,0.047,1
normal,3,661,50.62,563,1562,19.38,630,2989,10.15,620,51.22,258,9.09,-0.6,-41.07344,0.08978549,113,0.056,1
normal,3,597,42.24,2469,648,42.24,340,1382,31.88,244,47.19,323,37.06,-4.95,-15.30521,0.062043208,230,0.019,1
normal,3,462,49.77,664,938,44.27,161,1682,17.6,1703,49.77,237,11.72,0,-32.1738,0.077899412,117,0.057,1
normal,3,293,47.28,182,914,31.07,187,2827,-2.08,1512,47.28,237,15.46,0,-49.36456,0.06320657,46,0.045,1
normal,3,344,50.14,258,960,35.04,277,2265,5.23,786,50.14,258,10.67,0,-44.90779,0.059685512,55,0.039,1
normal,3,369,47.13,1025,831,42.02,200,1329,24.27,1435,47.13,237,17.36,0,-22.86263,0.054512306,109,0.054,1
clear,3,736,50.17,147,858,47.96,625,3182,23.45,1829,47.21,215,13.28,2.96,-23.76469,0.076574381,101,0.033,0
clear,3,250,48.58,767,839,48.62,68,2163,3.09,584,48.58,258,10.5,0,-45.49058,0.107042479,132,0.052,0
clear,3,745,43.35,475,1185,44.4,137,2458,9.3,3497,46.86,194,18.8,-3.51,-37.55743,0.08510857,94,0.021,0
clear,3,306,51.58,203,1272,25.1,791,2259,11.55,862,51.58,258,15.23,0,-40.02922,0.092647595,78,0.034,0
clear,3,273,51.97,179,1252,27.27,323,2308,6.21,1397,51.97,237,21.07,0,-45.76379,0.106293412,104,0.022,0
clear,3,481,47.89,904,709,47.89,147,2453,10.84,894,50.63,215,17.83,-2.74,-39.79294,0.082618857,141,0.026,0
clear,3,721,52.98,69,1220,48.06,55,2676,14.51,1690,47.53,237,9.69,5.45,-33.02147,0.078061066,97,0.033,0
clear,3,449,47.68,260,1232,27.14,542,2734,-6.16,4593,47.68,301,40.42,0,-53.83576,0.049211232,105,0.053,0
clear,3,659,53.83,178,981,54.86,53,2577,10.2,1367,46.66,323,34.39,7.17,-36.45542,0.104711342,95,0.051,0
clear,3,793,47.6,415,1127,46.84,348,1651,28.74,2326,49.42,237,17.39,-1.82,-20.67743,0.069076133,90,0.024,0
clear,3,732,46.88,308,1366,42.99,86,3569,19.39,335,50.39,237,16.67,-3.51,-30.99767,0.136343828,147,0,0
clear,3,262,51.71,169,1202,27.23,290,2182,5.13,1230,51.71,237,21.38,0,-46.579,0.10599165,83,0.045,0
clear,3,690,48.15,683,850,48.15,127,1892,5.84,4165,48.44,215,18.05,-0.29,-42.5985,0.117136214,112,0.097,0
clear,3,838,42.2,200,1316,36.51,193,3131,9.86,574,46.47,215,20.66,-4.27,-36.60866,0.097633709,84,0,0
clear,3,537,32.5,810,1591,15.57,593,3055,12.81,475,50.06,215,18.72,-17.56,-37.2549,0.049328545,78,0.033,0
clear,3,785,47.55,68,1098,24.96,960,3287,10.92,835,46.11,215,18.58,1.44,-35.18843,0.046833209,77,0.044,0
clear,3,751,27.84,1480,1923,11.51,1509,3223,14.24,1336,48.92,215,15.86,-21.08,-34.68175,0.058953477,89,0.038,0
clear,3,308,49.53,446,1401,14.07,506,3535,2.28,463,49.53,215,22.31,0,-47.24696,0.043558212,87,0,0
clear,3,799,49.44,192,1448,46.24,131,2638,19.84,2405,47.79,237,11.84,1.65,-27.94589,0.107124837,151,0.038,0
clear,3,683,42.13,709,1051,40.39,295,1330,37.67,2035,46.79,237,19.41,-4.66,-9.11548,0.098459041,115,0.032,0
clear,3,691,49.19,157,1746,22.78,1404,3509,22.29,325,51.53,237,15.34,-2.34,-29.24299,0.103584236,155,0.027,0
clear,3,809,48.51,174,1325,44.14,159,1771,23.25,4169,46.63,215,19.38,1.88,-23.38445,0.065861818,95,0.024,0
clear,3,198,46.31,543,1205,22.64,293,3152,4.8,311,46.31,194,18.79,0,-41.5137,0.106258169,80,0,0
clear,3,794,50.03,253,1334,47.8,206,2120,22.73,2317,48.78,217,2.04,1.25,-26.04888,0.154684969,105,0,0
clear,3,666,45.48,440,1409,44.25,176,1623,44.25,1614,49.85,280,10.94,-4.37,-5.60349,0.082773189,171,0,0
clear,3,802,36.68,359,1172,27.42,468,3806,4.87,230,41.73,280,6.35,-5.05,-36.86493,0.051237677,66,0,0
clear,3,318,48.42,111,1211,20.73,823,2223,10.05,734,48.42,280,15.67,0,-38.37497,0.051900224,95,0.028,0
clear,3,790,45.23,374,865,45.23,813,3556,11.46,440,41.98,280,2.87,3.25,-30.51915,0.053522723,72,0.035,0
clear,3,253,52.97,132,1202,29.89,157,2450,4.45,1214,52.97,237,24.9,0,-48.51747,0.11065775,220,0.101,0
clear,3,825,53.31,33,3423,23.21,432,4055,21.72,438,49.05,280,4.44,4.26,-27.32542,0.089309134,116,0,0
clear,3,782,44.24,166,885,43.69,1481,3323,7.48,1446,48.12,215,17.76,-3.88,-40.64478,0.080339106,81,0,0
clear,3,576,42.89,737,1110,44.45,154,1802,22.89,1728,50.1,237,22.32,-7.21,-27.21427,0.105723459,146,0.039,0
clear,3,678,52.49,130,839,52.49,368,2798,15.41,724,47.73,215,10.94,4.76,-32.31791,0.105422906,103,0.044,0
clear,3,220,50.73,508,1301,23.05,715,1954,10.93,2348,50.73,215,21.5,0,-39.80166,0.116689599,75,0,0
clear,3,420,49.43,331,730,41.77,735,2660,6.22,1527,49.43,258,7.67,0,-43.20671,0.060744921,96,0.062,0
clear,3,597,47.26,146,952,39.15,233,2126,9,965,44.79,323,34.05,2.47,-35.78546,0.079971974,113,0,0
normal,3,558,40.44,432,970,41.97,140,2556,18.36,150,44.74,237,4.57,-4.3,-26.37763,0.052570983,117,0,1
normal,3,303,47.78,669,921,38.43,168,2329,16.22,268,47.78,215,7.96,0,-31.56393,0.081449259,115,0.029,1
normal,3,642,39.75,2267,996,35.75,1088,1646,31.72,335,46.5,215,9.46,-6.75,-14.78308,0.058854227,181,0.069,1
normal,3,419,48.73,391,572,41.91,1593,2402,13.5,731,48.73,215,6.81,0,-35.23082,0.064246689,123,0.015,1
normal,3,364,47.87,275,822,32.46,558,2461,16.69,271,47.87,215,6.42,0,-31.17606,0.056739249,99,0.036,1
normal,3,435,41.98,772,783,41.59,230,2429,13.73,314,47.05,215,7.54,-5.07,-33.3174,0.062919759,119,0.037,1
normal,3,610,38.31,376,1719,27.78,223,2601,7.15,1089,45.76,215,9.87,-7.45,-38.60942,0.051117615,156,0.031,1
normal,3,424,49.73,367,869,31.28,1260,2449,12.12,675,49.73,215,4.68,0,-37.61143,0.056117988,84,0.019,1
normal,3,587,41.44,397,942,40.35,227,2442,14.26,281,45.14,215,5.65,-3.7,-30.88295,0.048031116,113,0.021,1
normal,3,592,37.51,626,1373,31.36,375,2270,8.98,1727,46.19,215,9.32,-8.68,-37.20624,0.04350784,134,0.028,1
normal,3,990,37.99,391,1653,32.51,312,2751,18.29,395,47.56,215,9.23,-9.57,-29.27137,0.07253624,141,0.045,1
normal,3,313,47.64,282,1036,25.3,479,2371,9.54,495,47.64,215,8.72,0,-38.09623,0.052335874,115,0.038,1
normal,3,422,45.54,284,1069,34.07,112,2347,9.32,583,45.54,215,8.05,0,-36.22244,0.053046069,157,0.022,1
normal,3,714,39.03,273,1818,31.77,110,2833,11.18,656,44.64,194,8.45,-5.61,-33.45991,0.053488319,191,0.019,1
normal,3,311,48.36,224,1037,23.61,544,2309,15.17,269,48.36,237,12.1,0,-33.18639,0.047465723,110,0.024,1
normal,3,628,37.14,608,1063,33.78,293,2545,8.98,210,44.6,215,7.46,-7.46,-35.61719,0.039262141,149,0.019,1
normal,3,284,47.9,255,1027,24.14,428,2500,10.02,268,47.9,215,11.2,0,-37.87511,0.048014065,98,0.012,1
normal,3,321,48.63,222,1055,24.51,896,2495,9.74,538,48.63,237,9.63,0,-38.88881,0.049313897,106,0.028,1
normal,3,627,38.76,416,1908,27.1,874,2345,22.62,1030,44.57,215,5.81,-5.81,-21.94586,0.068174982,156,0.026,1
normal,3,754,39.65,683,1214,36.55,4184,1740,32.54,493,46.05,215,7.6,-6.4,-13.50942,0.052933305,147,0.012,1
normal,3,351,46.74,341,1055,32.38,139,2593,9.11,256,46.74,237,9.2,0,-37.63371,0.052825381,150,0.044,1
normal,3,931,38.23,572,1563,37.71,219,2691,16.19,884,47.21,237,8.36,-8.98,-31.02345,0.059129916,132,0.018,1
normal,3,279,47.51,332,1131,19.95,851,2488,12.46,386,47.51,215,13.75,0,-35.04884,0.053471945,107,0.014,1
normal,3,850,35.01,509,1619,29.72,203,2936,6.2,997,45.75,215,12.49,-10.74,-39.55148,0.049330733,166,0.028,1
normal,3,877,35.28,427,1625,31.08,237,2896,18.26,248,45.85,215,11.27,-10.57,-27.59373,0.04890032,171,0.044,1
normal,3,781,37.32,308,1727,32.23,147,2888,14.92,465,44.68,215,7.85,-7.36,-29.76265,0.043597376,108,0.047,1
normal,3,764,33.33,391,2585,15.77,340,3086,12.62,1406,47.43,237,8.75,-14.1,-34.80596,0.041839542,92,0.032,1
normal,3,368,43.63,719,941,36.42,147,2449,7.99,333,43.63,237,8.81,0,-35.644,0.032133652,97,0.023,1
normal,3,329,47.4,439,935,29.98,555,2406,14.86,231,47.4,215,8.36,0,-32.53633,0.062578033,109,0.039,1
normal,3,458,43.68,505,921,37.53,155,2541,0.61,600,43.78,215,4.54,-0.1,-43.1674,0.047632438,154,0.042,1
normal,3,399,46.58,428,901,36.22,150,2448,11.78,393,46.58,215,9.44,0,-34.80279,0.056712909,151,0.021,1
normal,3,858,35.21,455,1531,30.77,195,3349,8.08,673,47.54,215,16.05,-12.33,-39.46458,0.061584906,125,0,1
normal,3,186,47.16,522,883,36.25,83,2603,6.44,337,47.16,215,15.73,0,-40.72303,0.05459765,150,0.021,1
normal,3,702,29.39,490,2366,10.89,766,4092,-1.56,1312,45.16,215,9.05,-15.77,-46.72493,0.045504492,121,0.021,1
normal,3,300,47.71,468,998,29.04,638,2270,11.73,514,47.71,215,10.59,0,-35.98104,0.055808255,150,0.067,1
normal,3,367,45.93,822,923,38.13,158,2684,7.22,4045,45.93,215,9.01,0,-38.70623,0.050531366,122,0.022,1
clear,3,473,40.33,522,913,44.82,61,2328,13.23,364,44.39,237,4.06,-4.06,-31.16114,0.04654625,140,0.014,0
clear,3,430,47,762,972,38.4,230,2372,6.59,1585,47,237,7.09,0,-40.41174,0.069155745,113,0.025,0
clear,3,646,40.16,339,1320,38.82,151,1528,38.82,1616,44.1,215,6.2,-3.94,-5.28459,0.054920712,143,0,0
clear,3,428,47.22,372,687,35.93,1198,2408,10.43,731,47.22,215,5.83,0,-36.7876,0.045426601,127,0,0
clear,3,743,32.87,202,2157,7.95,1664,2980,11.45,294,45.85,215,11.54,-12.98,-34.4037,0.043412693,103,0,0
clear,3,355,47.28,274,903,36.56,91,2544,-1.5,625,47.28,237,9.49,0,-48.78457,0.061306695,153,0,0
clear,3,786,41.11,246,1765,28.66,318,2978,18.23,489,43.88,215,5.48,-2.77,-25.65435,0.041610361,133,0,0
clear,3,802,31.36,320,2008,13.4,651,3684,7.57,778,43.65,215,9.39,-12.29,-36.08327,0.027422243,111,0,0
clear,3,584,39.14,591,936,38.99,167,2842,8.57,240,43.76,237,4.62,-4.62,-35.19183,0.037589666,103,0,0
clear,3,640,39.78,327,1322,30.29,3102,1527,30.29,1162,44.17,215,7.29,-4.39,-13.87549,0.03023796,110,0.025,0
clear,3,807,37.57,477,1456,30.86,355,2792,18.02,177,44.89,215,7.51,-7.32,-26.86535,0.045523,137,0,0
clear,3,408,44.97,420,964,28.3,663,2481,3.61,846,44.97,237,5.83,0,-41.3625,0.038630649,142,0,0
clear,3,461,45.28,369,925,38.42,134,2395,5.81,535,45.28,237,5.24,0,-39.47219,0.054700958,138,0,0
clear,3,547,37.46,397,1386,31.51,233,2198,15.9,1414,44.08,237,6.62,-6.62,-28.17667,0.050001084,175,0,0
clear,3,467,46.22,334,717,38.82,1932,2222,13.2,765,46.22,237,5.11,0,-33.01593,0.037641836,116,0,0
clear,3,464,45.23,174,979,38.93,52,2413,5.65,544,45.23,258,3.67,0,-39.5831,0.044014187,149,0,0
clear,3,455,44.91,328,872,27.41,1816,2275,17.9,295,44.91,237,3.24,0,-27.00938,0.047547163,134,0,0
clear,3,429,46.93,236,922,26.25,1261,2290,13.18,458,46.93,237,4.63,0,-33.75078,0.038030989,112,0,0
clear,3,735,39.04,585,1681,32.65,4987,1765,32.65,573,46.58,215,4.59,-7.54,-13.92687,0.070059706,234,0,0
clear,3,662,40.46,772,1328,39.07,308,2233,19.83,1766,45.35,237,4.89,-4.89,-25.52355,0.05309537,143,0,0
clear,3,512,44.28,206,972,42.25,71,2709,5.83,605,46.04,258,1.76,-1.76,-40.21011,0.065341707,172,0,0
clear,3,572,41.2,284,1248,35.94,215,2472,17.86,678,45.49,258,4.29,-4.29,-27.63299,0.049786818,175,0.015,0
clear,3,453,46.71,364,1652,8.95,1162,2947,3.27,632,46.71,237,7.04,0,-43.43686,0.057649959,134,0,0
clear,3,538,38.8,389,1384,32.99,240,1930,17.76,1763,45.56,237,6.76,-6.76,-27.79727,0.047520491,226,0.051,0
clear,3,473,36.92,345,1298,32.07,170,2046,16.8,438,44.07,215,7.41,-7.15,-27.27409,0.049424455,171,0,0
clear,3,738,38.41,645,1435,32.85,460,2236,18.07,2726,43.62,215,5.63,-5.21,-25.55079,0.055832092,119,0,0
clear,3,409,48.5,263,890,28.33,847,2430,12.22,620,48.5,237,5.33,0,-36.27987,0.067048234,171,0,0
clear,3,488,48.17,286,991,42.01,109,2421,9.45,578,48.17,258,5.77,0,-38.72111,0.058356946,240,0,0
clear,3,295,49.59,186,1051,23.04,716,2490,3.81,668,49.59,258,18.77,0,-45.77594,0.07174555,199,0.032,0
clear,3,440,46.4,236,820,41.59,109,2326,6.08,330,46.4,237,4.07,0,-40.32363,0.055882231,145,0,0
clear,3,443,45.29,317,928,41.1,65,2328,6.56,412,45.29,237,4.91,0,-38.72638,0.066486589,174,0,0
clear,3,466,39.22,453,1278,40.07,101,1712,25.93,989,46.81,215,7.59,-7.59,-20.87904,0.063397591,206,0,0
clear,3,450,45.92,289,927,43.32,44,2343,6.59,739,45.92,237,5.22,0,-39.32543,0.066550253,243,0,0
clear,3,330,47.28,275,1089,25.24,659,2178,10.83,441,47.28,258,10.59,0,-36.45085,0.056568605,164,0.026,0
clear,3,374,47.37,324,904,29.84,519,2219,13.31,380,47.37,237,6.72,0,-34.06324,0.057850649,158,0.025,0
clear,3,454,45.26,253,933,38.9,120,2267,7.57,485,45.26,237,4.45,0,-37.6942,0.056646382,171,0,0
normal,3,770,44.98,116,1312,26.23,531,2727,16.56,268,47.47,129,1.41,-2.49,-30.91399,0.081713575,127,0.029,1
normal,3,714,49.56,189,1316,29.11,1020,2982,22.69,825,50.7,129,2.6,-1.14,-28.00767,0.142202023,150,0.013,1
normal,3,893,45.09,252,1196,42.11,429,2589,21.63,221,48.98,129,0.47,-3.89,-27.35357,0.110503681,144,0.044,1
normal,3,369,50.09,402,944,34.87,499,1826,19.43,380,50.09,280,3.54,0,-30.66015,0.108239782,148,0,1
normal,3,607,43.75,390,1287,17.92,1143,2412,-3.18,1665,48.52,129,0.5,-4.77,-51.69716,0.097245432,97,0.026,1
normal,3,755,46.41,171,1171,36.24,464,2771,17.18,303,49.09,129,0.52,-2.68,-31.91417,0.108518494,167,0,1
normal,3,644,44.28,526,1194,46.06,111,2843,22.75,190,49.3,129,0.88,-5.02,-26.54964,0.090369669,187,0,1
normal,3,379,47.91,258,933,32.92,419,1914,12.32,421,49.54,151,1.63,-1.63,-37.21759,0.077613025,106,0,1
normal,3,752,45.56,131,1384,24.28,564,2929,16.1,443,49.72,151,2.29,-4.16,-33.62408,0.112310777,139,0,1
normal,3,573,42.03,460,1292,42.83,129,2782,27.21,111,50.51,129,1.83,-8.48,-23.29915,0.08724766,112,0.041,1
normal,3,552,44.98,325,1368,39.05,208,2781,29.69,157,52.21,129,1.94,-7.23,-22.52012,0.124457434,106,0,1
normal,3,472,46.4,339,1031,42.52,126,2798,23.06,271,51.26,151,2.59,-4.86,-28.1974,0.114851445,90,0,1
normal,3,889,46.65,327,1011,46.37,601,2822,21.58,260,50.24,151,1.51,-3.59,-28.65925,0.118024324,106,0,1
normal,3,574,46.85,191,1402,38.9,189,2642,36.09,231,50.8,151,4.02,-3.95,-14.71072,0.118792585,79,0,1
normal,3,538,46.45,509,1113,44.2,149,2367,12.68,912,50.27,151,3.59,-3.82,-37.58623,0.094349825,80,0,1
normal,3,595,50.02,278,1110,46.78,127,2941,30.69,168,51.79,151,3.75,-1.77,-21.10432,0.110576791,95,0,1
normal,3,649,46.41,615,1030,44.26,305,2854,22.48,158,52.16,151,4.37,-5.75,-29.68402,0.100993108,83,0,1
normal,3,428,46.78,327,1020,42.47,89,2804,21.58,264,51.26,151,4.48,-4.48,-29.67723,0.076214788,81,0,1
normal,3,556,52.63,187,1463,46.09,155,2487,36.05,292,53.76,151,1.06,-1.13,-17.71177,0.16841441,113,0,1
normal,3,603,51.6,211,1509,43.73,178,2571,38.25,108,52.1,151,1.63,-0.5,-13.8521,0.152359361,135,0,1
normal,3,738,45.72,381,1064,48.65,235,2961,26.51,128,49.97,280,3.47,-4.25,-23.46441,0.125005718,99,0,1
normal,3,670,50.92,220,1524,47.12,77,2780,29.59,149,50.32,151,3.32,0.6,-20.73273,0.112725549,95,0.024,1
normal,3,636,46.48,1020,1038,46.28,245,3013,22.9,321,53.89,151,4.88,-7.41,-30.99234,0.182144792,95,0,1
normal,3,668,50.5,293,1362,43.65,241,2740,33.31,137,53.1,151,4.56,-2.6,-19.79276,0.1580933,106,0,1
normal,3,627,48.75,285,1463,42.49,197,2576,36.47,188,54.53,151,5.94,-5.78,-18.05925,0.139197836,109,0,1
normal,3,724,49.14,350,1239,47.26,151,2845,29.44,101,51.96,151,5.9,-2.82,-22.52026,0.138439947,151,0,1
normal,3,486,52.08,318,963,45.7,220,2968,28.86,167,54.59,172,4.48,-2.51,-25.73359,0.128983761,98,0,1
normal,3,663,49.95,350,993,46.65,391,2683,19.58,834,50.54,151,4.53,-0.59,-30.96379,0.10209526,109,0,1
normal,3,491,48.98,818,975,42.26,579,2183,11.73,702,53.97,151,5.84,-4.99,-42.24014,0.203714349,124,0.026,1
normal,3,605,52.53,408,1118,49.98,157,2265,9.95,3769,55.82,151,3.73,-3.29,-45.86602,0.190515109,155,0,1
normal,3,616,52.93,189,1186,53.15,44,2837,30.72,162,51.97,151,2.99,0.96,-21.25036,0.203024118,139,0,1
normal,3,722,49.33,392,1350,43.52,206,2539,32.32,149,53.59,151,3.31,-4.26,-21.26847,0.167265414,95,0,1
normal,3,474,53.41,176,893,53.48,278,2515,23.58,288,50.96,151,1.28,2.45,-27.37866,0.145674205,147,0,1
normal,3,848,46.78,260,1269,31.39,815,2951,25,212,54.68,151,5.99,-7.9,-29.67517,0.152216553,91,0,1
normal,3,501,49.58,579,924,45.79,219,2908,26.58,161,54.17,151,5.72,-4.59,-27.58951,0.148021566,99,0,1
normal,3,745,48.46,309,888,44.96,900,1993,14.44,2836,51.72,151,3.26,-3.26,-37.27619,0.165007287,111,0,1
clear,3,683,51.44,164,1082,41.89,386,2727,18.62,445,50.24,129,3.34,1.2,-31.62306,0.13406594,117,0,0
clear,3,580,51.3,203,1093,43,376,1950,20.14,800,52.41,151,2.96,-1.11,-32.27206,0.21670569,100,0.03,0
clear,3,823,47.91,346,1117,52.25,103,2732,25.91,103,52.21,129,2.96,-4.3,-26.30227,0.17017736,155,0,0
clear,3,503,48.62,337,1130,37.54,602,3116,19.11,311,53.61,151,2.33,-4.99,-34.49959,0.150521914,121,0,0
clear,3,771,37.79,746,1459,23.31,1297,3389,12.6,2185,53.64,151,2.84,-15.85,-41.03971,0.184879703,106,0,0
clear,3,727,51.46,348,957,51.46,429,2970,27,261,52.56,151,2.78,-1.1,-25.55706,0.175524213,176,0,0
clear,3,615,49.22,332,1270,48.52,106,2654,31.24,204,51.62,151,1.05,-2.4,-20.37504,0.1296968,134,0,0
clear,3,430,47.77,267,925,37.22,344,2018,14.01,503,53.71,151,5.94,-5.94,-39.7006,0.102165543,99,0,0
clear,3,803,49.16,378,920,49.16,426,3195,17.64,2430,49.74,151,3.67,-0.58,-32.09797,0.143309918,133,0,0
clear,3,701,50.85,327,1283,47.93,110,2762,29.64,143,52.34,151,4.93,-1.49,-22.69799,0.116797571,126,0.04,0
clear,3,700,51.89,334,1220,50.53,128,2739,32.29,107,50.6,151,1.25,1.29,-18.31309,0.177588178,149,0,0
clear,3,439,49.56,306,1057,32.51,522,2065,15.01,1160,52.73,151,5.85,-3.17,-37.72114,0.162792381,109,0,0
clear,3,713,49.68,259,1201,33.89,407,2976,20.22,296,51.18,151,2.28,-1.5,-30.96174,0.174129987,161,0,0
clear,3,670,48.78,346,1374,47.96,126,2822,33.41,192,54.59,151,6.72,-5.81,-21.18176,0.180740583,163,0,0
clear,3,481,47.12,880,977,49.79,103,2987,26.75,106,54.01,151,6.12,-6.89,-27.2636,0.127280177,100,0,0
clear,3,624,52,567,935,57.48,76,3000,38.41,98,54.06,151,4.62,-2.06,-15.65362,0.180995564,116,0,0
clear,3,785,47.06,475,1090,46.12,588,2863,22.11,272,54.11,151,5.17,-7.05,-32.00129,0.139851001,117,0,0
clear,3,807,45.58,1017,988,45.58,581,2919,19.67,262,54.74,151,6.02,-9.16,-35.07165,0.106099153,100,0,0
clear,3,568,49.78,224,1251,45.03,98,2868,34.09,362,52.94,151,3.02,-3.16,-18.85322,0.220041665,155,0,0
clear,3,631,53.28,208,1525,48.07,116,2794,39.32,173,54.4,151,4.31,-1.12,-15.07843,0.203704354,136,0,0
clear,3,810,49.86,231,1118,39.45,663,2798,21.74,181,52.95,129,3.71,-3.09,-31.20868,0.154941256,133,0,0
clear,3,660,51.12,339,1206,50.35,105,2884,29.05,189,52.49,151,4.48,-1.37,-23.43679,0.184049003,159,0,0
clear,3,595,45.94,640,1107,39.26,450,3209,20.96,782,52.53,151,3.58,-6.59,-31.56679,0.192935085,133,0,0
clear,3,701,52.64,302,1329,53.13,84,2688,32.77,187,53.53,151,4.27,-0.89,-20.75543,0.226524163,155,0,0
