vowel,freq_f1,amp_f1,freq_f2,amp_f2,freq_f3,amp_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,
ɔ̃,282,53.82,1233,26.54,3492,6.95,215,53.82,409,42.47,28.53,53.82,215,1
ɔ̃,263,52.23,1069,22.3,2621,2.28,215,52.23,431,38.15,24.03,52.23,215,1
ɔ̃,244,49.35,1613,7.27,2258,3.95,237,49.35,452,28.59,10.85,49.35,237,1
ɛ̃,373,56.17,2543,21.81,3350,18.16,215,56.17,431,48.95,28.69,56.17,215,1
ɛ̃,548,51.89,2140,24.31,3022,24.35,194,53.14,409,51.89,47.33,53.14,194,1
ɛ̃,730,40.53,1461,30.68,3379,19.22,194,50.54,409,39.98,40.53,50.54,194,1
ɛ̃,550,39.48,1220,39.26,2009,13.92,215,47.82,431,35.95,39.48,47.82,215,1
ɛ̃,379,46.02,1100,33.42,1991,8.48,237,46.02,474,28.61,34.01,46.02,237,1
ɛ̃,520,52.44,1368,27.52,3278,15.85,215,53.43,431,52.44,44.14,53.43,215,1
ɛ̃,675,47.28,1268,33.21,3448,9.16,215,54.12,431,44.16,47.28,54.12,215,1
ɛ̃,677,43.37,1193,32.71,3284,0.35,215,53.38,409,41.53,43.37,53.38,215,1
ɛ̃,387,50.44,974,36.06,1769,11.96,215,50.44,431,37.22,40.32,50.44,215,1
ɛ̃,268,47.04,1003,20.89,2254,-5.9,237,47.04,474,26.9,26.86,47.04,237,1
ɑ̃,430,55.8,981,34.83,3158,27.87,215,52.8,431,55.8,43.04,52.8,215,1
ɑ̃,478,48.79,837,44.19,3339,18.6,194,52.52,409,46.67,48.79,52.52,194,1
ɑ̃,392,51.54,698,46.94,2309,1.56,215,51.54,409,43.03,46.94,51.54,215,1
ɑ̃,628,42.7,1526,14.24,3982,5.87,215,51.04,431,41.69,42.7,51.04,215,1
ɑ̃,317,50.71,706,33.44,2261,4.1,215,50.71,452,39.59,33.44,50.71,215,1
ɛ̃,637,47.99,1575,32.28,3263,16.52,215,54.75,431,47.99,47.81,54.75,215,1
ɛ̃,703,46.67,1449,36.43,3402,10.77,215,54.8,431,44.57,46.67,54.8,215,1
ɛ̃,716,43.42,1361,32.07,3695,7.31,215,53.72,431,42.12,43.42,53.72,215,1
ɛ̃,733,39.38,1227,32.17,3621,11.71,215,50.52,431,37.15,39.38,50.52,215,1
ɛ̃,888,30.61,1504,18.34,3612,3.36,215,45.49,431,28.58,31.89,45.49,215,1
ɔ̃,411,52.54,978,26.99,1840,7.08,215,52.54,452,50.16,33.67,52.54,215,1
ɔ̃,367,53.61,684,38.76,1966,4.83,215,53.61,431,44.8,38.76,53.61,215,1
ɔ̃,324,53.32,1240,20.75,1487,12.7,215,53.32,431,43.96,29.95,53.32,215,1
ɔ̃,303,50.72,1453,15.94,3820,10.2,215,50.72,452,40.27,27.9,50.72,215,1
ɔ̃,258,47.48,1234,5.19,2476,-5.57,237,47.48,474,29.21,16.8,47.48,237,1
ɛ̃,499,54.86,1503,35.22,3268,21.15,215,51.46,452,54.86,43.54,51.46,215,1
ɛ̃,640,50.34,1392,31.58,3298,18.98,215,51.68,431,50.34,49.8,51.68,215,1
ɛ̃,692,45.94,1227,33.19,3569,10.13,215,52.1,431,42.71,45.94,52.1,215,1
ɛ̃,375,50.18,970,37.1,1816,5.27,215,50.18,431,37.77,39.84,50.18,215,1
ɛ̃,294,45.64,1040,27.79,2121,7.49,237,45.64,452,27.88,29.57,45.64,237,1
ɛ̃,507,49.43,1404,36.34,3397,23.92,215,55.08,452,49.43,42.92,55.08,215,1
ɛ̃,661,49.26,1351,41.7,3388,21.14,215,54.19,452,47.85,49.26,54.19,215,1
ɛ̃,716,47.33,1288,34.81,3241,14.11,215,53.35,452,44.34,47.33,53.35,215,1
ɛ̃,762,41.73,1276,34.2,3569,17.08,237,51.46,474,40.45,41.73,51.46,237,1
ɛ̃,758,35.76,961,33.14,2320,9.54,237,45.61,474,32.93,35.76,45.61,237,1
ɛ̃,610,43.04,1453,28.67,3228,7.79,215,54.3,431,43.04,40.52,54.3,215,1
ɛ̃,682,39.1,1495,30.28,3543,14.31,215,54.05,409,40.76,39.1,54.05,215,1
ɛ̃,846,37.73,1673,17.61,3519,12.11,215,52.81,409,38.91,35.36,52.81,215,1
ɛ̃,857,36.73,1491,22.81,3705,6.56,215,51.11,431,37.38,36.73,51.11,215,1
ɛ̃,285,47.78,969,26.94,2031,1.32,215,47.78,452,32.75,32.14,47.78,215,1
ɔ̃,325,55.2,995,29.33,2381,6.93,215,55.2,431,45.32,38.52,55.2,215,1
ɔ̃,316,54.85,1172,23.25,2143,9.28,215,54.85,431,45.21,34.21,54.85,215,1
ɔ̃,280,54.09,1161,19.61,2279,9.64,215,54.09,431,42.41,30.06,54.09,215,1
ɔ̃,279,51.29,1416,16.21,2056,7.01,237,51.29,452,38.86,24.18,51.29,237,1
ɔ̃,282,48.34,1040,15.35,2276,1.61,237,48.34,474,33.9,14.71,48.34,237,1
ɑ̃,534,46.99,849,46.17,3366,9.15,215,53.96,431,46.99,46.17,53.96,215,1
ɑ̃,423,53.25,801,47.49,2303,4.02,215,53.25,431,43.57,47.49,53.25,215,1
ɑ̃,361,51.97,807,44.75,2263,5.4,215,51.97,431,39.56,44.75,51.97,215,1
ɑ̃,318,50.61,751,41.29,2089,4.01,215,50.61,431,38.14,41.29,50.61,215,1
ɑ̃,310,49.27,762,37,2174,3.82,237,49.27,452,38.7,37,49.27,237,1
ɔ̃,332,53.46,689,35.72,2285,2.05,215,53.46,409,45.74,35.72,53.46,215,1
ɔ̃,361,55.22,904,26.33,1865,11.22,215,55.22,431,50.07,37.11,55.22,215,1
ɔ̃,359,54.59,694,33.62,2039,8.29,215,54.59,431,48.45,33.62,54.59,215,1
ɔ̃,303,52.61,1041,23.66,2020,4.63,215,52.61,431,43.6,30.03,52.61,215,1
ɔ̃,292,49.81,1068,19.86,2188,1.74,215,49.81,431,39.65,22.72,49.81,215,1
ɑ̃,422,54.56,989,38.71,3257,9.17,215,54.56,431,51.24,43.29,54.56,215,1
ɑ̃,535,51.3,819,51.3,1505,15.79,215,54.01,431,47.76,51.3,54.01,215,1
ɑ̃,379,50.72,822,45.47,1782,8.94,215,50.72,431,38.54,44.13,50.72,215,1
ɑ̃,278,47.23,784,34.6,2289,-6.22,215,47.23,452,31.78,34.6,47.23,215,1
ɑ̃,251,43.67,938,13.66,2365,-11.16,215,43.67,452,20.57,22.68,43.67,215,1
ɑ̃,601,53.22,1435,33.74,3296,16.51,215,53.87,431,53.22,49.82,53.87,215,1
ɑ̃,636,50.05,1034,45.29,3497,17.82,215,52.85,431,44.53,50.05,52.85,215,1
ɑ̃,678,48.54,902,43.96,3146,1.24,215,51.48,431,41.85,48.54,51.48,215,1
ɑ̃,697,44,2046,2.73,3603,5.24,237,49.04,452,38.72,44,49.04,237,1
ɑ̃,281,46.31,806,29.36,2056,-7.28,237,46.31,495,29.88,29.36,46.31,237,1
ɛ̃,705,36.99,1240,34.11,3561,12.68,194,52.03,409,34.35,35.84,52.03,194,1
ɛ̃,750,37.61,1195,35.24,3608,12.84,215,52.43,409,36.58,36.98,52.43,215,1
ɛ̃,684,38.94,1265,35.26,3708,7.03,215,52.67,431,38.34,38.94,52.67,215,1
ɛ̃,298,51.55,948,32.82,1981,7.46,215,51.55,431,36.62,37.49,51.55,215,1
ɛ̃,260,48.4,1089,22.34,2340,-3.07,237,48.4,452,29.6,28.07,48.4,237,1
ɑ̃,435,56.12,1082,36.71,2870,13.64,215,52.33,452,56.12,37.93,52.33,215,1
ɑ̃,617,49.72,931,42.46,3512,13.21,215,52.94,409,46.81,49.72,52.94,215,1
ɑ̃,416,52.51,765,48.95,2189,8.67,215,52.51,409,41.23,48.95,52.51,215,1
ɑ̃,506,47.43,1385,13.81,2862,2.25,215,50.53,431,38.63,47.43,50.53,215,1
ɑ̃,241,48.18,807,38.82,2219,1.91,237,48.18,474,34.49,38.82,48.18,237,1
ɔ̃,280,54.34,945,24.41,2128,8.17,215,54.34,409,42.84,35.55,54.34,215,1
ɔ̃,264,54.32,968,24.38,2310,6.14,215,54.32,409,42.99,32.13,54.32,215,1
ɔ̃,252,53.63,938,19.35,2368,4.75,194,53.63,409,41.23,29.59,53.63,194,1
ɔ̃,246,52.72,927,14.07,2306,4.6,215,52.72,431,36.51,25.06,52.72,215,1
ɔ̃,244,50.6,1311,8.12,2328,1.86,215,50.6,431,33.44,18.78,50.6,215,1
ɔ̃,369,54.56,965,34.16,2183,4.59,215,54.56,452,48.9,36.12,54.56,215,1
ɔ̃,355,54.31,745,39,2289,7.53,215,54.31,452,45.28,39,54.31,215,1
ɔ̃,303,53.92,1055,24.45,2279,3.53,215,53.92,431,43.71,32.19,53.92,215,1
ɔ̃,281,52.14,1137,18.83,2560,1.43,215,52.14,452,39.96,25.46,52.14,215,1
ɔ̃,275,50.55,1017,16.34,2257,3.17,237,50.55,452,36.42,16.13,50.55,237,1
ɑ̃,483,50.48,999,40.07,2916,3.78,215,54,431,50.48,47.03,54,215,1
ɑ̃,464,49.21,779,49.21,1801,5.24,215,53.38,431,45.24,49.21,53.38,215,1
ɑ̃,654,45.2,1618,13.23,3787,5.72,215,50.74,431,41.24,45.2,50.74,215,1
ɑ̃,246,46.34,713,31.81,2081,-3.4,237,46.34,474,32.06,31.81,46.34,237,1
ɑ̃,277,41.57,782,31.66,1832,-8.23,258,41.57,495,28.97,31.66,41.57,258,1
ɑ̃,528,42.93,1118,36.81,2984,11.53,194,43.79,366,42.93,38.27,43.79,194,1
ɑ̃,548,41.99,1000,40.45,2397,7.31,172,44.65,366,44.92,36.28,44.65,172,1
ɑ̃,740,40.58,1069,25.75,3319,5.84,194,45.9,388,42.73,31.12,45.9,194,1
ɑ̃,366,46.01,887,33.1,3096,-3.05,237,46.01,452,32.45,33.1,46.01,237,1
ɑ̃,275,45.53,1039,17.95,2633,-8.05,258,45.53,538,19.1,17.95,45.53,258,1
ɑ̃,479,44.49,1015,33.18,3174,10.65,194,47.5,409,44.49,34.67,47.5,194,1
ɑ̃,503,43.13,914,38.98,3549,9.32,194,45.8,409,43.13,32.4,45.8,194,1
ɑ̃,323,45.31,849,40.44,2492,3.84,215,45.31,409,40.3,27.85,45.31,215,1
ɑ̃,302,46.25,1050,15.63,3501,4.9,237,46.25,452,32.39,28.6,46.25,237,1
ɑ̃,318,40.99,856,27.61,2618,-6.04,280,40.99,581,18.13,27.61,40.99,280,1
ɛ̃,773,39.47,1257,35.19,3079,3.19,215,46.71,409,40.1,37.65,46.71,215,1
ɛ̃,794,41.5,1274,38.04,3172,9.43,194,46.1,388,42.32,34.19,46.1,194,1
ɛ̃,773,38.37,1223,35.56,3227,6.32,194,45.76,388,40.66,31.97,45.76,194,1
ɛ̃,564,38.78,1206,31.01,3080,5.44,215,45.98,409,38.78,30.11,45.98,215,1
ɛ̃,632,33.62,1253,24.65,2984,-4,215,44.98,431,33.62,27.86,44.98,215,1
ɔ̃,360,42.75,1188,22.67,2767,6.66,237,42.75,431,34.04,20.64,42.75,237,1
ɔ̃,406,47.5,851,36.09,2728,-2.02,215,47.5,409,43.09,38.85,47.5,215,1
ɔ̃,421,47.42,965,26.52,2997,0.09,194,49.09,388,47.42,39.5,49.09,194,1
ɔ̃,336,48.44,1046,27.74,2742,2.81,215,48.44,409,43.49,28.66,48.44,215,1
ɔ̃,267,47.57,1118,22.96,2866,-0.46,215,47.57,452,33.47,19.92,47.57,215,1
ɔ̃,386,47.89,979,29.34,2778,5.92,194,47.89,388,46.66,32.99,47.89,194,1
ɔ̃,377,47.5,1089,26.06,2919,11.34,194,47.29,366,47.5,34.12,47.29,194,1
ɔ̃,359,46.37,1143,27.83,2931,9.07,194,46.37,366,45.8,30.35,46.37,194,1
ɔ̃,343,46.56,1140,26.63,2629,3.85,194,46.56,388,42.62,26,46.56,194,1
ɔ̃,317,46.52,1059,20.06,2837,-2.95,215,46.52,409,40.36,19.06,46.52,215,1
ɑ̃,460,47.91,1253,30.94,2980,15.85,172,47.65,366,47.91,37.62,47.65,172,1
ɑ̃,446,46.41,952,38.25,2507,3.92,172,47.54,345,46.41,32.55,47.54,172,1
ɑ̃,634,38.01,1043,26.22,3439,9.5,194,45.86,366,43.49,30.6,45.86,194,1
ɑ̃,251,44.22,870,27.99,2738,-4.62,237,44.22,474,28.86,27.99,44.22,237,1
ɑ̃,289,39.8,833,26.81,2614,-10.77,258,39.8,560,11.72,26.81,39.8,258,1
ɛ̃,470,47.21,1803,23.43,2811,24.08,237,47.21,474,43.8,29.74,47.21,237,1
ɛ̃,686,39.35,1439,29.47,3070,11.79,215,47.17,431,39.76,39.35,47.17,215,1
ɛ̃,413,48.05,1166,31.12,2071,8.53,215,48.05,409,42.77,33.55,48.05,215,1
ɛ̃,298,46.34,1148,27.41,2066,6.13,237,46.34,474,30.32,29.5,46.34,237,1
ɛ̃,297,40.51,1230,14.4,2608,-1.76,280,40.51,581,14.93,12.05,40.51,280,1
ɔ̃,571,39.37,1249,22.51,2947,1.71,215,49.35,431,39.37,36.51,49.35,215,1
ɔ̃,371,49.73,1135,29.8,2969,5.46,215,49.73,409,44.12,33.55,49.73,215,1
ɔ̃,366,48.59,1137,25.57,2656,2.13,194,48.59,409,44.36,27,48.59,194,1
ɔ̃,280,46.48,1077,20.05,2590,-1.97,237,46.48,474,33.03,21.64,46.48,237,1
ɔ̃,299,41.12,1003,11.84,2565,-9.48,280,41.12,538,24.59,11.84,41.12,280,1
ɑ̃,466,46.12,1159,23.84,3150,12.02,258,46.12,517,42.91,24.69,46.12,258,1
ɑ̃,713,40.63,930,37.85,3277,9.95,215,46.37,431,38.48,40.63,46.37,215,1
ɑ̃,459,41.06,882,40.96,2857,-1.66,215,48.48,431,41.06,40.05,48.48,215,1
ɑ̃,516,38.7,862,38.7,2354,4.42,237,46.32,474,33.28,38.7,46.32,237,1
ɑ̃,314,45.95,1021,24.51,2539,1.11,280,45.95,538,30.27,24.51,45.95,280,1
ɛ̃,702,40.38,1382,32.63,3069,15.04,215,45.69,431,42.15,40.38,45.69,215,1
ɛ̃,758,42.85,1348,38.47,3211,16.2,194,45.73,388,46.03,39.13,45.73,194,1
ɛ̃,721,42.06,1200,40.08,2676,3.91,194,46.31,388,43.4,32.95,46.31,194,1
ɛ̃,497,40.37,1126,35.71,2901,2.43,194,45.05,388,40.37,28.74,45.05,194,1
ɛ̃,351,44.52,1101,28.1,2972,-5.52,215,44.52,409,33.35,24.48,44.52,215,1
ɛ̃,438,44.45,1479,19.86,2974,10.35,194,44.65,388,44.45,33.63,44.65,194,1
ɛ̃,716,43,1363,34.94,3159,19.08,172,45.41,345,44.77,35.21,45.41,172,1
ɛ̃,741,37.75,1213,36.58,3431,5.1,172,43.38,345,41.58,27.07,43.38,172,1
ɛ̃,376,44.63,1142,25.44,2121,-2.44,215,44.63,409,36.38,26.97,44.63,215,1
ɛ̃,292,41.66,1183,15.63,2447,-10.11,258,41.66,517,19.23,22.51,41.66,258,1
ɔ̃,466,44.6,1028,33.56,2875,5.92,194,45.68,388,44.6,37.52,45.68,194,1
ɔ̃,429,45.41,1103,31.27,2602,8.25,172,44.84,366,45.41,40.6,44.84,172,1
ɔ̃,371,46.46,1088,29.77,2437,4.48,194,46.46,366,44.3,33.62,46.46,194,1
ɔ̃,338,47.3,1069,25.8,2682,3.33,215,47.3,409,40.75,27.24,47.3,215,1
ɔ̃,289,45.43,1051,20.38,2690,-7.42,258,45.43,495,30.45,21.92,45.43,258,1
ɑ̃,476,42.15,1129,27.52,3173,8.86,237,46.56,452,36.98,29.72,46.56,237,1
ɑ̃,857,40.62,1000,40.62,3370,5.52,215,48.32,431,37.37,36.29,48.32,215,1
ɑ̃,263,48.93,843,36.86,2249,1.67,215,48.93,409,40.27,33.15,48.93,215,1
ɑ̃,307,48.13,878,33.8,1972,4.3,237,48.13,452,33.11,33.8,48.13,237,1
ɑ̃,286,46.68,820,32.48,2568,-4.66,258,46.68,538,21.39,32.48,46.68,258,1
ɛ̃,685,38.52,1395,30.05,3140,20.06,194,45.05,388,42.55,36.27,45.05,194,1
ɛ̃,717,38.26,1323,34.63,3244,17.21,194,43.78,366,40.48,30.54,43.78,194,1
ɛ̃,755,33.18,1261,30.77,3274,10.17,194,44.15,409,36.24,27.88,44.15,194,1
ɛ̃,403,42.86,1167,27.55,2958,-11.6,194,43.74,409,36.47,25.4,43.74,194,1
ɛ̃,303,43.42,964,23.22,2788,-10.83,215,43.42,409,33.23,23.59,43.42,215,1
ɔ̃,488,45.38,1035,35.22,2662,7.3,194,44.57,388,45.38,39.39,44.57,194,1
ɔ̃,533,44.91,890,38.07,2865,7.52,194,43.08,366,44.91,39.64,43.08,194,1
ɔ̃,437,43.13,1013,30.36,2837,3.32,194,45.01,388,43.13,38.2,45.01,194,1
ɔ̃,287,45.35,1096,20.48,2703,-2.91,237,45.35,474,30.51,22.45,45.35,237,1
ɔ̃,293,41.1,1057,11.12,2601,-12.46,280,41.1,560,21.25,11.12,41.1,280,1
ɑ̃,452,43.79,1325,25.87,2995,17.76,215,45.67,409,43.79,33.95,45.67,215,1
ɑ̃,532,45.89,1001,38.03,3190,10.22,194,45.03,388,45.89,37.45,45.03,194,1
ɑ̃,557,42.06,957,33.28,3353,14.2,194,44.11,366,43.71,29.17,44.11,194,1
ɑ̃,376,45.57,1060,22.92,3123,1.38,194,45.57,409,39.72,30.32,45.57,194,1
ɑ̃,260,44.93,1139,14.29,3218,0.57,237,44.93,474,23.91,19.91,44.93,237,1
ɔ̃,388,49.33,1135,27.54,2992,3.76,237,49.33,474,40.34,34.75,49.33,237,1
ɔ̃,354,48.42,1142,27.33,3034,2.71,237,48.42,452,40.08,33.23,48.42,237,1
ɔ̃,337,47.49,1079,25.83,2678,8.8,237,47.49,452,37.92,30.99,47.49,237,1
ɔ̃,295,47.66,1027,23.83,3457,5.96,258,47.66,517,32.46,24.3,47.66,258,1
ɔ̃,313,40.8,1120,13.17,2866,-13.1,280,40.8,581,23.81,13.72,40.8,280,1
ɔ̃,441,47.67,1139,31.66,2957,16.22,215,46.2,409,47.67,37.09,46.2,215,1
ɔ̃,519,47.23,895,37.05,2670,7.33,194,44.42,366,47.23,42.46,44.42,194,1
ɔ̃,414,45.77,1040,30.8,2858,7.89,194,46.51,409,44.27,36.11,46.51,194,1
ɔ̃,299,45.89,1102,20.52,2998,-0.89,237,45.89,452,33.4,23.04,45.89,237,1
ɔ̃,282,41.43,1141,9.86,2599,-12.61,258,41.43,517,20.11,11.67,41.43,258,1
ɛ̃,474,45.05,2056,26.59,2627,27.09,215,45.47,474,45.05,36.97,45.47,215,1
ɛ̃,706,39.7,1699,39.76,2956,22.79,194,45.54,388,42.65,39.7,45.54,194,1
ɛ̃,752,37.41,1417,31.92,3234,20.6,194,44.58,366,40.48,32.3,44.58,194,1
ɛ̃,466,37.39,997,26.7,1636,6.07,215,45.61,431,36.15,33.71,45.61,215,1
ɛ̃,554,31.55,1201,26.51,3375,-0.79,258,45.09,517,25.06,31.55,45.09,258,1
ɛ̃,644,40.21,1344,30.99,3159,8.45,215,44.62,409,41.51,40.21,44.62,215,1
ɛ̃,747,41.66,1313,38.39,3269,13.75,194,45.92,388,44.17,37.34,45.92,194,1
ɛ̃,675,36.28,1149,31.55,3320,3.02,194,44.78,366,40.04,28.9,44.78,194,1
ɛ̃,272,44.85,1045,20.21,2611,-2.57,215,44.85,409,33.44,15.3,44.85,215,1
ɛ̃,242,35.93,1172,9.9,2645,-7.62,237,35.93,474,6.51,1.98,35.93,237,1
ɑ̃,455,42.67,1533,19.36,3027,17.26,194,43.62,388,42.67,35.81,43.62,194,1
ɑ̃,599,41.89,1078,35.49,3216,14.05,172,45.18,345,44.29,38.86,45.18,172,1
ɑ̃,414,43.54,903,28.57,2263,3.57,172,44.67,345,43.54,32.46,44.67,172,1
ɑ̃,346,45.93,1107,23.7,2820,2.35,215,45.93,452,33.69,32.53,45.93,215,1
ɑ̃,473,42.25,870,32.51,3090,-5.04,237,46.23,474,30.69,32.51,46.23,237,1
ɛ̃,738,39.88,1474,31.49,3163,13.59,215,45.02,409,41.06,39.88,45.02,215,1
ɛ̃,671,41.53,1305,36.02,3432,17.51,172,43.82,366,43.94,31.93,43.82,172,1
ɛ̃,520,41.08,793,35.54,1874,8.31,172,43.66,366,41.08,27.54,43.66,172,1
ɛ̃,306,45.51,1160,22.85,1738,5.06,215,45.51,431,34.08,27.17,45.51,215,1
ɛ̃,302,41.68,1149,21.74,1934,3.34,258,41.68,495,19.75,24.23,41.68,258,1
ɔ̃,365,48.12,1219,29.18,2157,7.03,215,48.12,431,42.86,29,48.12,215,1
ɔ̃,439,46.36,901,29.27,2705,-2.51,194,46.27,388,46.36,41.52,46.27,194,1
ɔ̃,380,44.68,1075,27.28,2714,3.16,194,44.68,366,44.29,33.27,44.68,194,1
ɔ̃,282,48.3,594,35.08,2545,-2.05,215,48.3,452,35.08,16.98,48.3,215,1
ɔ̃,358,40.73,1059,9.83,2761,-10.11,258,40.73,301,26.92,17.09,40.73,258,1
ɛ̃,687,42,1387,31.85,3232,12.21,215,44.45,409,40.48,42,44.45,215,1
ɛ̃,691,39.39,733,39.39,1326,41.18,194,43.34,388,42.22,35.92,43.34,194,1
ɛ̃,368,46.35,1012,32.38,2273,-0.14,215,46.35,409,39.52,30.4,46.35,215,1
ɛ̃,304,43.66,1120,28.48,2379,0.89,237,43.66,452,26.7,27.66,43.66,237,1
ɛ̃,281,38.67,1139,10.71,2820,-12.37,258,38.67,560,9.76,15.36,38.67,258,1
ɛ̃,525,45.33,1390,26.75,3118,24.67,172,44.54,366,45.33,40.39,44.54,172,1
ɛ̃,704,40.19,1341,31.23,3253,20.85,172,44.4,345,43.6,32.3,44.4,172,1
ɛ̃,703,30.35,1170,23.76,3331,8.74,194,44.42,366,38,26.19,44.42,194,1
ɛ̃,482,33.29,1220,25.21,3410,7.11,215,44.78,431,33.29,25.57,44.78,215,1
ɛ̃,261,35.46,1257,9.27,3306,1.11,237,35.46,474,12.42,5.84,35.46,237,1
ɛ̃,689,39.5,1369,31.81,3108,14.55,215,46.08,452,40.03,39.5,46.08,215,1
ɛ̃,762,40.96,1367,35.44,3340,16.05,194,46.11,409,45.2,38.26,46.11,194,1
ɛ̃,668,38.06,1238,37.17,3329,8.29,215,45.68,409,43.12,36.27,45.68,215,1
ɛ̃,450,45.3,947,34.77,1211,33.04,237,45.3,495,30.95,34.77,45.3,237,1
ɛ̃,319,39.77,1198,19.87,2621,-7.31,223,39.77,603,19.25,14.56,39.77,223,1
ɔ̃,390,49.77,967,33.8,3045,9.23,237,49.77,474,40.76,35.62,49.77,237,1
ɔ̃,369,52.02,850,40.47,2966,13.56,237,52.02,474,40.93,40.47,52.02,237,1
ɔ̃,285,51.56,1003,32.98,2764,7.72,237,51.56,474,38.87,28.07,51.56,237,1
ɔ̃,271,50.25,967,22.06,2558,0.43,258,50.25,517,30.12,21.95,50.25,258,1
ɔ̃,292,43.33,1124,14.97,2597,-2.77,280,43.33,560,19.99,14.9,43.33,280,1
ɑ̃,531,46.31,1206,35.81,2796,16.77,215,43.61,409,46.31,42.51,43.61,215,1
ɑ̃,550,44.53,1003,44.81,3040,10.62,194,44.99,409,44.53,42.29,44.99,194,1
ɑ̃,465,41.88,895,42.26,2787,4.42,215,47.96,431,41.88,39.14,47.96,215,1
ɑ̃,428,47.01,829,39.22,2778,5.3,237,47.01,474,35.29,39.22,47.01,237,1
ɑ̃,285,47.18,1076,18.41,2643,1.67,280,47.18,560,18.36,18.41,47.18,280,1
ɔ̃,267,48.2,1070,18.53,2893,4.36,215,48.2,409,37.68,17.72,48.2,215,1
ɔ̃,347,49.23,1091,30.59,2987,8.23,194,49.23,366,47.17,22.85,49.23,194,1
ɔ̃,348,47.01,1128,24.8,2930,4.82,194,47.01,388,44.81,22.15,47.01,194,1
ɔ̃,286,46.07,1100,20.19,2729,-0.16,237,46.07,388,30.88,19.38,46.07,237,1
ɔ̃,318,37.03,1103,5.8,2834,-12.03,217,37.03,345,27.1,4.86,37.03,217,1
ɑ̃,504,49.08,1094,37.88,3031,19.9,194,47.36,388,49.08,42.69,47.36,194,1
ɑ̃,536,45.3,780,44.6,3329,20.18,194,46.25,388,45.3,38.15,46.25,194,1
ɑ̃,392,46.5,826,44.84,2663,3.43,215,46.5,409,42.71,36.14,46.5,215,1
ɑ̃,671,33.11,1055,19.79,3247,0.9,237,46,474,30.52,33.11,46,237,1
ɑ̃,297,39.21,889,23.33,2762,-7.24,280,39.21,560,11.38,23.33,39.21,280,1
ɑ̃,584,43.8,1234,31.1,3134,15.17,215,47.29,409,43.8,40.91,47.29,215,1
ɑ̃,474,45.5,897,42.71,2200,2.73,194,46.38,388,45.5,38.79,46.38,194,1
ɑ̃,320,47.64,845,35.67,2435,-1.56,215,47.64,409,41.19,30.5,47.64,215,1
ɑ̃,259,47.47,1031,12.24,2875,-3.37,237,47.47,474,28.86,21.72,47.47,237,1
ɑ̃,273,40.48,1131,5.51,2912,-9.01,258,40.48,560,10.28,11.85,40.48,258,1
ɛ̃,776,35.45,1333,28.21,3063,12.73,215,47.59,409,37.44,33.05,47.59,215,1
ɛ̃,764,43.29,1320,38.06,3257,10.34,194,46.7,388,45.41,34.66,46.7,194,1
ɛ̃,743,40.64,1257,35.3,3421,11.65,194,46.65,366,42.22,31.28,46.65,194,1
ɛ̃,312,46.45,1183,24.75,1814,7.2,215,46.45,431,34.37,26.35,46.45,215,1
ɛ̃,274,40.11,1221,12.06,3198,-1.64,258,40.11,388,7.72,9.15,40.11,258,1
ɑ̃,496,46.54,1155,34.48,2919,21.85,172,43.99,345,44.67,46.54,44.67,345,1
ɑ̃,568,38.71,892,43.68,3299,18.32,151,41.64,323,43.16,35.33,43.16,323,1
ɑ̃,460,41.19,848,41.37,3037,2.98,172,43.67,345,41.19,31.43,43.67,172,1
ɑ̃,775,37.45,3066,-3.02,3895,-0.76,215,45.66,409,36.68,26.67,45.66,215,1
ɑ̃,289,39.49,980,19.56,2565,-13.56,258,39.49,474,10.95,19.56,39.49,258,1
ɔ̃,426,46.43,1005,34.86,2697,5.27,215,46.22,409,46.43,36.25,46.22,215,1
ɔ̃,430,46.24,1120,28.46,3095,8.23,194,46.72,388,46.24,37.26,46.72,194,1
ɔ̃,432,42.77,1050,30.82,3097,7.8,194,45.6,366,42.77,35.41,45.6,194,1
ɔ̃,336,46.89,1001,27.24,3344,16.51,215,46.89,409,39.19,30.83,46.89,215,1
ɔ̃,263,46.13,1066,22.83,3377,6.46,237,46.13,474,25.94,19.42,46.13,237,1
ɔ̃,352,48.58,911,33.09,2607,3.23,194,48.58,388,45.13,28.55,48.58,194,1
ɔ̃,357,48.85,941,23.69,2832,5.3,194,48.85,388,44.92,32.54,48.85,194,1
ɔ̃,331,47.13,1044,28.42,2760,2.16,215,47.13,409,40.54,29.59,47.13,215,1
ɔ̃,274,44.71,1088,18.24,2859,-3.46,237,44.71,474,29.02,17.51,44.71,237,1
ɔ̃,280,39.48,1122,3.61,2747,-7.92,280,39.48,301,36.13,12.44,39.48,280,1
ɑ̃,459,46.53,1051,32.77,3060,17.13,194,45.8,366,46.53,36.78,45.8,194,1
ɑ̃,395,45.83,853,38.81,2439,-0.01,172,45.54,345,45.83,30.13,45.83,345,1
ɑ̃,374,43.77,941,33.51,2820,0.38,172,45.2,345,43.77,28.29,45.2,172,1
ɑ̃,331,44.47,915,32.01,2725,-0.84,194,44.47,366,36.84,20.8,44.47,194,1
ɑ̃,267,43.53,950,22.43,2776,-4.54,215,43.53,409,31.84,14.32,43.53,215,1
ɑ̃,446,42.57,1049,32.36,2980,9.73,172,44.23,366,42.57,36.28,44.23,172,1
