vowel,freq_f1,amp_f1,freq_f2,amp_f2,freq_f3,amp_f3,freq_h1,amp_h1,freq_h2,amp_h2,amp_h3,amp_p0,freq_p0,
ɔ̃,584,43.63,1675,25.39,2295,26.55,172,46.19,345,37.08,43.63,46.19,172,1
ɔ̃,602,43.18,1632,23.8,2256,26.09,172,42.78,323,34.17,43.18,42.78,172,1
ɑ̃,525,49.43,1076,44.46,2053,28.25,151,43.53,301,42.19,49.43,43.53,151,1
ɑ̃,639,43.23,1031,44.94,2050,33.03,151,43.24,301,39.29,42.61,43.24,151,1
ɑ̃,746,44.2,1245,29.35,2186,30.19,151,44.3,301,36.96,41,44.3,151,1
ɑ̃,695,44.8,1203,34.39,2166,29.81,151,45.45,301,37.53,43.5,45.45,151,1
ɑ̃,663,39.77,1217,32.24,2131,32.06,151,46.1,301,39.72,44.36,46.1,151,1
ɔ̃,546,45.17,933,28.53,1967,22.52,151,43.86,280,35.63,42.1,43.86,151,1
ɔ̃,509,43.45,1160,29.53,2084,25.26,151,44.88,301,37.27,43.45,44.88,151,1
ɔ̃,502,44.2,1539,22.53,2201,28.18,151,45.29,323,37.27,44.2,45.29,151,1
ɔ̃,546,44.22,1558,21.4,2270,24.27,172,45.82,345,35.79,44.22,45.82,172,1
ɔ̃,597,36.62,1778,16.72,2269,22.51,151,37.7,301,27.01,36.62,37.7,151,1
ɑ̃,458,43.87,1028,36.01,2041,19.58,151,42.15,280,39.63,43.87,42.15,151,1
ɑ̃,534,41.62,1062,30.71,2038,28.06,151,43.69,301,37.56,41.62,43.69,151,1
ɑ̃,683,39.54,1124,27.54,2138,22.03,151,43.23,301,35.07,36.89,43.23,151,1
ɑ̃,713,39.55,992,30.69,2245,23.94,151,44.52,323,36.4,41.46,44.52,151,1
ɑ̃,634,42.7,1047,25.47,2374,21.55,172,42.2,323,34.04,42.7,42.2,172,1
ɑ̃,470,49.14,1181,39.67,2262,22.65,151,44.47,301,43.46,49.14,44.47,151,1
ɑ̃,810,36.25,1928,24.41,3143,17.38,151,43.76,301,37.78,40.13,43.76,151,1
ɑ̃,825,42.99,1356,28.9,2253,24.69,151,46.1,301,39.38,42.88,46.1,151,1
ɑ̃,797,42.16,939,42.16,2207,20.2,151,45.11,323,38.33,43.19,45.11,151,1
ɑ̃,830,34.83,1029,34.83,2332,18.36,151,39.27,301,32.54,38.16,39.27,151,1
ɛ̃,642,42.84,1121,40.7,2097,27.12,151,44.13,280,36.4,39.49,44.13,151,1
ɛ̃,709,44.87,1185,45.81,2154,27.61,151,44.71,280,38.37,39.63,44.71,151,1
ɛ̃,768,40.8,1210,43.04,2266,24.89,151,45.2,301,38.81,41.3,45.2,151,1
ɛ̃,618,42.44,1238,39.32,2218,23.47,151,45.45,323,38.32,42.44,45.45,151,1
ɛ̃,540,42.27,1311,38.98,2219,16.73,151,42.22,323,35.21,42.27,42.22,151,1
ɑ̃,495,45.53,1095,37.25,2210,16.96,129,41.32,280,41.06,45.53,41.32,129,1
ɑ̃,605,42.62,978,37.21,2064,23.32,151,41.17,280,36.83,38.28,41.17,151,1
ɑ̃,631,44.55,1697,25.8,2255,26.98,151,45.88,301,37.83,43.74,45.88,151,1
ɑ̃,694,44.5,1667,27.24,2297,31.43,151,45.56,323,38.76,44.6,45.56,151,1
ɑ̃,733,39.63,1460,22.7,2195,23.36,151,40.34,301,32.94,41.28,40.34,151,1
ɔ̃,534,40.83,740,31.57,2038,23.34,151,41.87,280,37.1,40.83,41.87,151,1
ɔ̃,560,41.23,1254,18.13,2162,23.67,151,43,301,37.01,41.23,43,151,1
ɔ̃,547,41.24,1378,18.84,2232,21.29,151,44.16,301,37.4,41.24,44.16,151,1
ɔ̃,606,42.39,1462,20.34,2228,21.08,151,44.47,301,37.6,42.39,44.47,151,1
ɔ̃,624,42.41,1633,18.89,2316,20.89,151,42.12,301,35.34,42.41,42.12,151,1
ɔ̃,494,47.1,1123,25.49,2038,20.37,151,46.34,301,39.83,47.1,46.34,151,1
ɔ̃,532,48.97,1095,30.94,2050,24.59,151,46.74,323,40.84,48.97,46.74,151,1
ɔ̃,573,48.22,1646,23.72,2128,30.14,172,46.9,323,38.55,48.22,46.9,172,1
ɔ̃,560,44.22,1787,25.44,2230,26.24,172,46.41,366,36.96,44.22,46.41,172,1
ɔ̃,564,40.61,1827,22.39,2300,25.41,172,43.48,366,33.48,40.61,43.48,172,1
ɑ̃,612,41.17,987,38.28,2122,23.41,151,45.2,301,37.14,40.33,45.2,151,1
ɑ̃,673,44.32,940,38.09,2142,23.29,151,45.9,301,38.09,42.1,45.9,151,1
ɑ̃,718,45.98,906,43.02,2146,21.98,151,45.53,301,37.92,41.04,45.53,151,1
ɑ̃,619,44.71,745,44.71,2060,21.59,151,44.86,301,37.52,40.88,44.86,151,1
ɑ̃,673,43.15,903,43.15,2125,17,151,42.09,301,34.06,40.09,42.09,151,1
ɑ̃,496,49.89,1006,42.07,2109,25.77,151,46.33,323,44.6,49.89,46.33,151,1
ɑ̃,658,48.37,997,44.59,2144,28.97,172,47.88,323,40.92,48.37,47.88,172,1
ɑ̃,783,49.94,1742,35.1,2178,33.28,172,49.83,345,40.51,48.94,49.83,172,1
ɑ̃,748,51.38,1281,35.41,2205,34.11,172,48.82,366,41.32,51.75,48.82,172,1
ɑ̃,575,40.94,1757,21.9,2239,34.7,172,47.87,345,39.57,40.94,47.87,172,1
ɑ̃,649,45.42,1044,42.47,2123,25.19,151,47.31,301,43.38,46.76,47.31,151,1
ɑ̃,686,48.41,945,44.73,2133,24.86,151,47.35,301,41.96,46.48,47.35,151,1
ɑ̃,642,49.09,1134,33.93,2224,24.49,172,47.82,323,40.54,48.04,47.82,172,1
ɑ̃,658,49.67,1141,33.1,2215,22.02,172,47.59,366,39.52,48.75,47.59,172,1
ɑ̃,663,43.64,1069,33.71,2313,15.38,194,42.86,388,34.48,43.64,42.86,194,1
ɛ̃,650,42.49,1033,38.74,2111,31.45,129,42.87,258,39.2,35.48,42.87,129,1
ɛ̃,754,43.09,1097,32.14,2128,35.19,129,42.92,258,43.55,34.62,43.55,258,1
ɛ̃,815,41.07,1028,40.78,2151,31.78,129,42.33,258,44.94,33.01,44.94,258,1
ɛ̃,632,42.54,1081,41.22,2150,28.21,129,42.26,258,44.8,33.95,44.8,258,1
ɛ̃,663,37.68,1251,27.74,2207,22.63,151,38.65,280,37.82,33.25,38.65,151,1
ɔ̃,560,47.9,980,34.91,2186,22.02,151,44.71,301,45.29,47.9,45.29,301,1
ɔ̃,509,39.56,1174,27.11,2081,24.51,129,39.73,280,37.44,39.39,39.73,129,1
ɔ̃,525,38.1,1551,26.08,2204,29.31,129,42.85,280,42.58,38.1,42.85,129,1
ɔ̃,521,39.71,1436,23.81,2316,24.29,151,43.92,301,40.7,39.71,43.92,151,1
ɔ̃,521,21.88,1436,7.98,2316,8.2,194,22.84,258,20.7,21.88,22.84,194,1
ɔ̃,680,27.85,2012,18.22,3485,7.15,108,38.91,237,37.96,36.4,38.91,108,1
ɔ̃,539,37.44,1422,16.07,2120,25.25,108,38.26,215,40.88,30.42,40.88,215,1
ɔ̃,487,37.99,1659,20.37,2248,26.83,108,39.4,237,43.14,29.93,43.14,237,1
ɔ̃,508,39.99,1476,20.75,2269,22.07,129,40.71,237,42.93,30.27,42.93,237,1
ɔ̃,550,30.43,1532,15.49,2298,17.4,129,36.82,258,35.84,28.51,36.82,129,1
ɑ̃,483,40.58,1257,31.3,2316,16.18,129,42.29,258,37.8,40.58,42.29,129,1
ɑ̃,571,44.07,1079,35.96,2201,25,108,40.92,237,41.75,34.4,41.75,237,1
ɑ̃,741,39.63,1389,21.6,2211,25.43,108,40.13,237,41.67,29.54,41.67,237,1
ɑ̃,669,40.54,1432,18.5,2240,25.3,108,40.91,237,42.97,28.68,42.97,237,1
ɑ̃,578,39.81,1385,20.59,2266,20.77,129,39.48,258,41.27,29.61,41.27,258,1
ɛ̃,487,39.61,1693,37.5,2380,29.55,129,43.44,258,43.44,39.61,43.44,258,1
ɛ̃,570,38.2,1488,36.53,2239,25.07,108,40.5,237,42.59,29.72,42.59,237,1
ɛ̃,498,35.61,1172,34.32,2043,21.21,108,39.13,215,41.1,27.62,41.1,215,1
ɛ̃,946,31.27,1999,21.63,2318,21.47,108,39.34,215,40.66,28.12,40.66,215,1
ɛ̃,589,23.06,1472,17.54,2202,17.09,108,37.38,215,37.6,24.08,37.6,215,1
ɔ̃,535,45.52,1085,22.87,2010,26.92,129,42.8,258,40.75,38.11,42.8,129,1
ɔ̃,492,44.56,1316,20.12,2061,27.48,129,40.94,237,41.93,33.95,41.93,237,1
ɔ̃,459,39.63,1317,19.52,2029,25.33,129,39.73,237,41.66,30.39,41.66,237,1
ɔ̃,466,34.53,1372,19.15,2005,25.71,129,40.37,258,41.14,30.73,41.14,258,1
ɔ̃,585,31.7,1272,19.46,2013,21.42,129,38.63,258,37.67,31.29,38.63,129,1
ɑ̃,525,43.02,966,39.42,2132,28.91,129,43.13,258,42.18,38.2,43.13,129,1
ɑ̃,705,41.44,936,40.27,2091,25.81,108,40.63,237,43.48,31.42,43.48,237,1
ɑ̃,695,39.08,1419,17.6,2231,23.33,108,38.51,215,41.22,28.24,41.22,215,1
ɑ̃,665,40.81,1630,19.64,2214,27.03,108,39.01,237,42.76,30.57,42.76,237,1
ɑ̃,702,29.95,1605,18.4,2126,25.36,129,39.35,237,43.09,32.36,43.09,237,1
ɛ̃,510,42.66,1202,33.62,2024,30.58,129,43.29,237,39.02,35.07,43.29,129,1
ɛ̃,557,39.37,1179,34.22,2091,25.31,108,39.94,237,40.96,31.39,40.96,237,1
ɛ̃,627,35.14,1181,31.86,2106,22.04,108,37.65,215,39.24,27.54,39.24,215,1
ɛ̃,686,28.18,1340,21.88,2158,29.18,108,37.36,215,38.77,25.08,38.77,215,1
ɛ̃,614,30.65,1224,24.38,2140,22.02,215,37.96,237,35.12,30.65,37.96,215,1
ɛ̃,595,46.52,1306,30.3,2129,32.68,129,43.05,258,42.89,38.28,43.05,129,1
ɛ̃,623,44.54,1244,38.77,2151,32.09,129,42.3,258,43.04,34.68,43.04,258,1
ɛ̃,642,43.77,1244,41.23,2150,29.45,129,42.17,258,43.12,34.86,43.12,258,1
ɛ̃,639,41.31,1212,37.91,2166,22.53,129,41.04,258,39.12,35.71,41.04,129,1
ɛ̃,587,37.12,1219,33.95,2189,17.28,151,39.69,301,32.65,37.12,39.69,151,1
ɔ̃,541,37.42,1227,14.85,2080,26.15,129,40.44,258,37.47,36.75,40.44,129,1
ɔ̃,485,41.1,1499,20.99,2174,28.47,129,41.36,258,40.91,36.84,41.36,129,1
ɔ̃,458,34.85,1456,21.01,2223,26.5,129,41.77,258,40.61,34.85,41.77,129,1
ɔ̃,469,36.59,1394,21.44,2193,22.88,151,42.46,280,38.29,36.59,42.46,151,1
ɔ̃,464,37.19,1586,16.86,2273,18.91,151,40.58,301,34.68,37.19,40.58,151,1
ɑ̃,520,47.19,1141,36.14,2209,22.7,129,39.6,237,39.45,39.95,39.6,129,1
ɑ̃,575,43.16,1041,39.04,2075,28.28,108,38.45,237,39.5,32.92,39.5,237,1
ɑ̃,743,38.96,1148,26.97,2128,25.11,108,37.92,215,39.87,28.16,39.87,215,1
ɑ̃,680,35.62,1256,21.15,2144,21.32,108,37.56,215,40,26.58,40,215,1
ɑ̃,646,34.39,1210,26.83,2144,20.09,215,39.87,237,39.14,32.97,39.87,215,1
ɛ̃,574,43.55,1423,37.38,2238,28.61,129,43.78,258,40.45,39.84,43.78,129,1
ɛ̃,622,44.64,1329,41.86,2185,33.16,129,41.55,258,42.37,34.42,42.37,258,1
ɛ̃,602,42.21,1223,42.3,2155,28.87,129,41.16,258,43.11,32.25,43.11,258,1
ɛ̃,577,42.4,1192,43.04,2158,23.19,129,42.15,258,42.63,34.39,42.63,258,1
ɛ̃,617,39.51,1226,36.74,2199,21.33,129,39.4,258,39.27,35.07,39.4,129,1
ɔ̃,558,40.87,1128,21.39,2129,24.24,129,39.64,215,39.34,33.31,39.64,129,1
ɔ̃,582,39.45,1248,19.43,2149,21.88,108,38.47,237,39.69,30.39,39.69,237,1
ɔ̃,564,34.45,1917,18.14,2279,18.42,108,36.58,215,39.2,27.78,39.2,215,1
ɔ̃,537,33.88,1837,11.42,2424,14.25,108,33.52,215,37.06,23.96,37.06,215,1
ɔ̃,483,32.66,1221,13.83,2374,6.9,108,30.89,194,35.17,22.1,35.17,194,1
ɑ̃,515,39.96,1153,35.84,2204,25.17,129,43.66,258,41.38,38.13,43.66,129,1
ɑ̃,662,38.94,927,40.13,2141,21.43,108,41.16,237,42.95,32.99,42.95,237,1
ɑ̃,710,40.13,1044,28.35,2158,19.73,108,39.83,215,40.78,28.88,40.78,215,1
ɑ̃,622,39.17,1230,26.69,2252,17,108,39.69,237,42.38,28.01,42.38,237,1
ɑ̃,546,36,1291,20.68,2333,18.24,129,37.97,237,41.03,26.19,41.03,237,1
ɔ̃,577,36.59,895,27.44,2100,17.97,108,37.78,215,39.35,30.38,39.35,215,1
ɔ̃,549,34.78,922,23.41,2128,14.23,108,37.25,215,39.36,28.67,39.36,215,1
ɔ̃,501,31.55,917,10.13,2344,1.23,108,34.46,215,37.3,25.23,37.3,215,1
ɔ̃,373,29.62,1966,8.32,2659,2.56,108,30.87,215,42.43,21.46,42.43,215,1
ɔ̃,476,28.63,1879,7.2,2629,5.84,108,30.09,215,42.39,23.46,42.39,215,1
ɔ̃,497,40.34,1184,22.98,2027,27.24,129,40.89,237,41.34,35.8,41.34,237,1
ɔ̃,510,40.82,1376,16.86,2060,25.34,129,39.67,237,40.72,31.88,40.72,237,1
ɔ̃,466,37.79,1461,15.13,2105,25.21,129,38.3,237,40.15,29.43,40.15,237,1
ɔ̃,516,37.41,1382,14.66,2108,22.32,129,40.21,258,39.29,32.11,40.21,129,1
ɔ̃,541,31.38,1195,24.89,2148,20.53,129,37.7,258,36.57,31.38,37.7,129,1
ɛ̃,537,33.36,1259,31.64,2105,18.34,108,36.92,194,38.85,26.84,38.85,194,1
ɛ̃,511,32.06,1200,32.19,2143,19.62,108,36.22,194,38.75,25.63,38.75,194,1
ɛ̃,982,22.14,1484,11.1,2403,11.29,108,34.63,194,38.15,25.05,38.15,194,1
ɛ̃,649,14.03,1370,11.26,2288,3.04,108,34.37,194,36.35,20.53,36.35,194,1
ɛ̃,649,21.94,1370,13.93,2288,6.71,108,34.39,194,36.45,24.26,36.45,194,1
ɛ̃,613,40.13,1262,37.53,2140,28.31,129,43.76,258,39.53,37.94,43.76,129,1
ɛ̃,657,37.49,1192,39.93,2134,26.6,129,39.98,237,39.68,32.11,39.98,129,1
ɛ̃,672,34.38,1073,37.98,2128,24.4,129,39.06,237,40.27,29.28,40.27,237,1
ɛ̃,616,36.37,1126,35.75,2183,18.51,129,39.63,258,39.7,29.94,39.7,258,1
ɛ̃,680,28.03,1171,28.75,2151,17.22,129,37.27,258,36.07,29.63,37.27,129,1
ɑ̃,533,43.62,1192,33.09,2326,24.4,108,35.73,366,36.96,43.62,35.73,108,1
ɑ̃,531,43.38,1197,32.97,2328,24.26,129,35.78,366,37.06,43.38,35.78,129,1
ɑ̃,587,42.57,1084,33.55,2291,25.57,215,35.9,237,35.53,42.57,35.9,215,1
ɑ̃,679,41.46,921,35.13,2211,22.52,215,35.95,237,32.54,39.05,35.95,215,1
ɑ̃,688,41.65,918,35.21,2213,22.92,215,36.05,237,32.88,39.11,36.05,215,1
ɛ̃,482,45.45,1338,36.4,2272,24.21,129,39.75,258,37.08,38.29,39.75,129,1
ɛ̃,603,42.16,1283,42.75,2155,28.2,108,38.81,237,39.8,33.94,39.8,237,1
ɛ̃,485,36.34,1032,37.73,2092,28.04,108,39.06,237,40.7,29.98,40.7,237,1
ɛ̃,506,36.13,950,31.3,2091,23.64,108,39.1,237,41.34,28.9,41.34,237,1
ɛ̃,665,25.08,1399,19.18,2323,17.25,108,35.94,237,38.55,33.52,38.55,237,1
ɔ̃,501,41.37,1464,12.98,2064,23.44,129,38.04,237,39.76,33.32,39.76,237,1
ɔ̃,431,38.22,1493,12.92,2286,17.81,108,37.6,237,40.19,29.76,40.19,237,1
ɔ̃,419,34.48,1475,15.03,2350,16.94,129,39.61,237,39.66,31.88,39.66,237,1
ɔ̃,448,34.49,1339,13.79,2340,15.59,129,39.06,258,38.76,32.17,39.06,129,1
ɔ̃,516,32.87,1457,12.82,2341,16.65,129,36.61,280,32.32,32.87,36.61,129,1
ɛ̃,582,43.02,1314,38.88,2234,23.9,129,41.29,258,37.76,39.23,41.29,129,1
ɛ̃,681,39.42,1236,41.83,2191,30,129,39.82,258,37.98,35.43,39.82,129,1
ɛ̃,590,39.89,1194,43.65,2033,26.84,129,41.26,258,37.71,36.02,41.26,129,1
ɛ̃,640,34.14,1137,40.31,2120,20.66,151,41.46,280,35.99,36.74,41.46,151,1
ɛ̃,438,35.92,1178,38.03,2266,14.19,151,38.52,280,31.52,35.92,38.52,151,1
ɛ̃,599,41.79,1413,32.83,2217,25.98,129,41.4,237,37.27,34.89,41.4,129,1
ɛ̃,561,37.15,1214,35.05,2132,29.4,108,40.44,237,39.67,30.59,40.44,108,1
ɛ̃,792,31.73,1161,35.63,2203,20.19,108,37.61,215,39.15,28.59,39.15,215,1
ɛ̃,594,32.44,1198,32.25,2214,10.72,108,34.3,194,36.62,25.75,36.62,194,1
ɛ̃,695,23.86,1284,25.19,2224,8.32,194,35.43,215,34.87,24.06,35.43,194,1
ɛ̃,564,41.7,1229,35.36,2184,25.41,129,42.58,258,40.48,35.41,42.58,129,1
ɛ̃,588,38.5,1239,38.48,2164,26.4,129,40.41,237,42.29,31.36,42.29,237,1
ɛ̃,605,34.73,1251,36.84,2169,25.75,129,40.19,237,42.65,30.31,42.65,237,1
ɛ̃,727,28.69,1175,31.63,2128,15.94,129,41.49,258,40.29,30.43,41.49,129,1
ɛ̃,641,25.9,1367,7.96,2320,10.73,129,38.03,258,33.9,27.84,38.03,129,1
ɔ̃,502,40.91,1018,20.23,2104,21.69,129,40.54,237,38.46,37.35,40.54,129,1
ɔ̃,454,40.12,1352,15.72,2290,21.3,108,40.41,237,41.08,31.03,41.08,237,1
ɔ̃,442,38.76,1326,18.09,2412,23.22,108,40.38,237,42.06,30.06,42.06,237,1
ɔ̃,435,36.41,1434,15.4,2346,16.93,129,40.78,237,41.49,30.01,41.49,237,1
ɔ̃,432,31.69,1234,19.08,2446,15.09,129,38.49,258,37.99,31.69,38.49,129,1
ɑ̃,632,39.64,1015,35.45,2133,26.25,129,38.57,237,39.47,31.09,39.47,237,1
ɑ̃,780,34.89,808,33.68,2230,16.57,108,36.17,215,38.43,25.98,38.43,215,1
ɑ̃,702,33.58,1866,8.14,2329,8,108,33.36,215,37.56,21.88,37.56,215,1
ɑ̃,710,26.07,2041,16.73,2387,17.04,108,33.82,194,38.03,23.13,38.03,194,1
ɑ̃,981,21.75,2067,12.56,2291,18.76,108,35.16,194,37.94,25.07,37.94,194,1
ɔ̃,491,40.53,1790,17.36,2104,24.23,108,38.86,237,41.04,31.5,41.04,237,1
ɔ̃,472,41.77,1596,18.37,2201,22.4,108,38.58,215,42.03,28.65,42.03,215,1
ɔ̃,481,40.28,1687,16.35,2262,19.32,108,38.76,237,43,27.19,43,237,1
ɔ̃,476,35.52,1696,13.11,2281,17.61,129,39.76,237,42.29,28.98,42.29,237,1
ɔ̃,488,33.02,1667,11.99,2220,17.01,129,37.38,258,38.41,29.51,38.41,258,1
ɑ̃,953,30.73,2053,21.26,3484,7.81,129,40.89,237,38.41,38.85,40.89,129,1
ɑ̃,572,45.51,1012,40.52,2082,23.33,129,42.55,237,42.37,35.08,42.55,129,1
ɑ̃,671,44.41,1141,29.96,2194,18.88,129,42.38,237,43.2,32.97,43.2,237,1
ɑ̃,602,40.6,1254,28.19,2290,16.71,129,42.74,280,41.39,37.55,42.74,129,1
ɑ̃,549,31.99,1461,14.06,2256,9.76,151,37.74,280,31.06,31.99,37.74,151,1
ɑ̃,493,45.33,1210,40.39,2248,22.93,129,44.21,258,42.74,45.33,44.21,129,1
ɑ̃,541,49.67,1078,40.77,2056,28.23,129,40.53,237,40.61,36.46,40.61,237,1
ɑ̃,681,40.55,904,38.79,1905,24.91,129,38.27,237,38.77,32.16,38.77,237,1
ɑ̃,563,37.94,1446,13.53,2297,12.45,129,38.53,258,38.71,29.25,38.71,258,1
ɑ̃,588,33.86,1145,25.13,2085,12.61,129,36.58,258,35.96,31.24,36.58,129,1
ɛ̃,725,37.03,1024,37.4,2213,22.32,129,43.46,258,35.56,33.98,43.46,129,1
ɛ̃,594,37.2,1075,39.94,1962,27.53,108,40.58,237,43.34,30.06,43.34,237,1
ɛ̃,921,27.77,1491,17.05,2255,10.44,108,37.78,215,40.53,26.78,40.53,215,1
ɛ̃,862,20.67,1597,12.82,2373,6.24,108,35.67,194,38.09,22.29,38.09,194,1
ɛ̃,853,17.29,1442,7.88,2291,3.36,194,33.48,215,33.17,15.54,33.48,194,1
ɑ̃,486,43.47,1118,32.17,2312,12.75,129,40.03,258,38.49,40.58,40.03,129,1
ɑ̃,543,48.4,985,36.67,1989,21.02,129,40.39,237,40.47,34.94,40.47,237,1
ɑ̃,568,44.45,1061,28.37,1838,26.39,129,40.73,258,41.02,33.27,41.02,258,1
ɑ̃,572,43.26,1069,25.07,1904,15.12,129,40.2,258,39.1,36.76,40.2,129,1
ɑ̃,648,38.41,1475,12.49,2150,10.15,129,37.62,258,34.05,34.25,37.62,129,1
ɔ̃,559,42.13,1061,25.55,2167,23.87,129,41.15,258,39.74,37.5,41.15,129,1
ɔ̃,553,39.95,1407,17.28,2292,21.84,129,38.23,237,40.97,30.2,40.97,237,1
ɔ̃,506,38.03,1466,16.88,2321,18.42,129,38.28,237,40.24,29.46,40.24,237,1
ɔ̃,497,39.23,1551,16.79,2354,20.29,129,38.08,258,39.45,30.91,39.45,258,1
ɔ̃,521,34.98,1374,16.73,2288,15.91,129,32.32,258,34.8,30.38,34.8,258,1
ɔ̃,645,37.82,956,34.76,2055,24.47,129,44.02,280,39.54,41.65,44.02,129,1
ɔ̃,544,44.24,1727,24.8,2039,28.6,129,41.13,258,42.31,36.63,42.31,258,1
ɔ̃,497,42.22,1585,18.26,2050,26.8,108,38.38,237,43.22,31.88,43.22,237,1
ɔ̃,523,39.5,1490,16.22,2085,25.6,108,36.74,237,41.19,28.95,41.19,237,1
ɔ̃,572,33.75,1387,12.14,2106,22.25,108,33.48,215,36.24,21.89,36.24,215,1
ɑ̃,496,38.83,985,29.96,2158,19.15,108,40.68,237,40.19,31.41,40.68,108,1
ɑ̃,603,35.76,938,30.86,2225,15.69,108,39.71,215,41.36,29.81,41.36,215,1
ɑ̃,639,27.69,1596,7.85,2275,12.15,108,36.48,194,38.8,24.51,38.8,194,1
ɑ̃,659,29.21,1564,5.05,2398,6.38,86,34.25,194,36.13,19.54,36.13,194,1
ɑ̃,609,24.31,1304,16.15,2254,6.62,194,34.85,215,31.69,19.76,34.85,194,1
ɑ̃,531,46.72,916,36.46,2501,6.91,108,41.15,194,37.03,39.26,41.15,108,1
ɑ̃,527,49.89,883,39.94,2430,9.52,108,41.13,194,40.3,36.89,41.13,108,1
ɑ̃,604,44.88,747,41.11,2349,4.62,86,40,194,42.29,30.98,42.29,194,1
ɑ̃,623,40.72,688,39.1,2431,3.38,86,38.59,172,41.61,30.83,41.61,172,1
ɑ̃,530,39.6,798,33.03,2388,-0.78,86,37.9,172,40.09,31.82,40.09,172,1
ɑ̃,565,44.92,1037,29.29,2364,7.34,108,45.69,215,45.18,35.83,45.69,108,1
ɑ̃,604,46.51,962,34.64,2404,7.98,108,45.67,215,44.03,35.28,45.67,108,1
ɑ̃,601,45.26,993,26.4,2503,9.8,108,45.37,237,42.12,34.51,45.37,108,1
ɑ̃,565,45.94,1057,26.92,2392,8.87,129,44.35,258,39.05,34.15,44.35,129,1
ɑ̃,533,43.64,907,18.25,2225,4.35,129,39.78,237,40.82,27.23,40.82,237,1
ɛ̃,590,43.38,1109,38.65,2061,10.68,129,45.38,237,40.55,34.61,45.38,129,1
ɛ̃,600,43.72,1092,40.26,1942,11,129,45.21,237,42.94,34.16,45.21,129,1
ɛ̃,587,43.68,1088,41.19,2043,10.78,129,45.39,237,42.18,34.63,45.39,129,1
ɛ̃,567,44.91,1089,41.42,2116,6.94,129,44.15,258,40.25,35.58,44.15,129,1
ɛ̃,553,42.45,1088,31.46,1979,1.77,129,40.49,258,37.71,34.3,40.49,129,1
ɔ̃,530,43.37,900,22.87,2361,17.6,129,45.49,237,39.89,36.92,45.49,129,1
ɔ̃,458,44.83,1306,18.16,2551,16.83,129,45.56,237,41.15,33.73,45.56,129,1
ɔ̃,418,38.38,1262,20.02,2704,16.44,129,46.22,237,39.69,35.95,46.22,129,1
ɔ̃,412,38.93,1252,23.47,2706,14.5,129,45.59,258,38.19,38.93,45.59,129,1
ɔ̃,380,38.51,1179,22.18,2516,2.61,129,41.71,258,38.51,35.7,41.71,129,1
ɔ̃,606,37.56,782,34.01,2215,16.48,108,43.31,215,38.79,36.15,43.31,108,1
ɔ̃,494,41.49,1092,23.66,2464,19.17,108,44.81,215,43.07,35.51,44.81,108,1
ɔ̃,406,38.57,1164,21.66,2617,16.48,108,44.83,215,43.76,31.97,44.83,108,1
ɔ̃,377,40.47,1175,21.08,2549,7.29,129,43.85,237,42.56,31.59,43.85,129,1
ɔ̃,452,35.68,1094,18.86,2514,-7.85,108,38.08,237,40.5,21.38,40.5,237,1
ɑ̃,515,42.05,1014,33.87,2184,18.32,108,44.16,215,40.64,38.79,44.16,108,1
ɑ̃,554,46.17,878,40.51,2224,12.87,108,45.68,215,43.59,35.73,45.68,108,1
ɑ̃,603,45.23,830,40.86,2468,11.88,108,45.18,237,41.98,34.91,45.18,108,1
ɑ̃,570,46.5,974,26.01,2531,6.51,129,43.16,258,39.08,35.37,43.16,129,1
ɑ̃,558,34.1,994,11.85,2940,-8.98,108,32.51,215,36.01,22.58,36.01,215,1
ɛ̃,486,43.76,1761,33.39,2376,28.85,129,46.98,258,39.99,43.76,46.98,129,1
ɛ̃,561,45.77,1549,35.41,2442,24.49,129,46.73,258,39.18,40.95,46.73,129,1
ɛ̃,612,45.34,1286,37.27,2537,11.84,129,46.43,280,38.66,41.09,46.43,129,1
ɛ̃,650,46.34,1159,42.6,2224,15.51,129,44.5,280,38.61,39.74,44.5,129,1
ɛ̃,610,44.98,1137,34.38,2237,6.09,129,41.33,280,36.13,37.4,41.33,129,1
ɔ̃,446,37.63,1198,22.71,2524,16.67,129,45.02,237,38.58,33.5,45.02,129,1
ɔ̃,402,37.73,1236,20.55,2679,17.53,129,44.66,237,40.19,33.78,44.66,129,1
ɔ̃,393,37.36,1226,21.78,2653,11.59,129,44.82,237,40.04,34.26,44.82,129,1
ɔ̃,346,39.66,1211,24.88,2680,9.66,129,43.56,258,39.66,36.08,43.56,129,1
ɔ̃,392,33.22,1193,19.53,2614,-4.04,129,37.54,237,38.44,31.11,38.44,237,1
ɑ̃,488,47.82,1091,30,2346,13.05,129,44.43,237,38.56,41.8,44.43,129,1
ɑ̃,581,43.14,925,35.08,2127,6.71,108,45.1,237,40.61,34.85,45.1,108,1
ɑ̃,601,41.21,852,35.25,2473,8.45,108,44.66,237,40.18,31.57,44.66,108,1
ɑ̃,578,42.99,893,33.46,2562,5.76,129,44.38,258,36.98,33.16,44.38,129,1
ɑ̃,508,45.02,933,31,2241,7.2,129,42.13,237,36.88,34.73,42.13,129,1
ɛ̃,560,42.5,1245,31.52,2274,14.27,108,44.2,237,38.64,34.12,44.2,108,1
ɛ̃,614,42.83,1232,33.98,2254,9.47,108,44.57,215,41.82,32.33,44.57,108,1
