clarity,timepoint,freq_f1,amp_f1,width_f1,freq_f2,amp_f2,width_f2,freq_f3,amp_f3,width_f3,amp_p0,freq_p0,p0prominence,a1p0,a3p0,vwl_amp_rms,vwl_duration,appendix,appendix_dur,nasal_app,creak_app,target
clear,3,482,44.27,508,1007,40.19,168,2226,13.95,625,48.47,237,11.51,-4.2,-34.51532,0.0662029651,0.07,n,0.025,1,0,0
clear,4,636,39.28,378,1820,9.72,507,3209,0.7,1263,48.87,237,15.01,-9.59,-48.1668,0.0662029651,0.07,n,0.025,1,0,0
clear,5,707,36.17,253,2213,11.74,458,3693,5.07,539,48.49,237,18.42,-12.32,-43.42224,0.0662029651,0.07,n,0.025,1,0,0
clear,1,388,50.73,245,1221,38.28,115,1916,12.03,894,50.73,301,9.11,0,-38.70471,0.0926404558,0.088,n,0.048,1,0,0
clear,2,416,52.05,277,1169,41.16,120,1814,13.59,856,52.05,301,41.34,0,-38.46092,0.0926404558,0.088,n,0.048,1,0,0
clear,3,442,51.78,233,1208,45.88,51,1978,17.69,527,51.78,301,39.22,0,-34.08831,0.0926404558,0.088,n,0.048,1,0,0
clear,4,395,50.64,174,1203,44.01,32,2079,18.44,482,50.64,301,39.18,0,-32.2,0.0926404558,0.088,n,0.048,1,0,0
clear,5,363,49.53,112,1194,37.45,53,2065,14.33,361,49.53,301,40.79,0,-35.19852,0.0926404558,0.088,n,0.048,1,0,0
clear,1,491,51.42,59,1214,41.73,46,2757,21.54,219,49.21,258,8.09,2.21,-27.67268,0.1034104818,0.099,n,0.079,1,0,0
clear,2,536,53.52,85,1166,42.33,94,2930,20.47,701,50.26,258,5.67,3.26,-29.79089,0.1034104818,0.099,n,0.079,1,0,0
clear,3,544,49.17,390,926,49.17,137,2455,12.32,1167,51.52,258,7.17,-2.35,-39.19832,0.1034104818,0.099,n,0.079,1,0,0
clear,4,786,45.21,45,2323,9.98,1092,3563,13.41,179,49.57,258,18.22,-4.36,-36.15781,0.1034104818,0.099,n,0.079,1,0,0
clear,5,220,46.51,524,803,36.2,140,2310,-0.48,1063,46.51,258,27.06,0,-46.9873,0.1034104818,0.099,n,0.079,1,0,0
clear,1,422,47.38,581,1048,29.73,1348,3032,6.75,1183,47.38,215,10.69,0,-40.63082,0.0634003537,0.08,n,0.021,1,0,0
clear,2,579,37.29,467,1971,4.76,1752,2813,2.39,3076,47.74,215,10.45,-10.45,-45.34758,0.0634003537,0.08,n,0.021,1,0,0
clear,3,354,47.28,366,775,30.03,1487,2261,8.28,644,47.28,215,10.63,0,-39.0002,0.0634003537,0.08,n,0.021,1,0,0
clear,4,281,46.8,189,1021,16.74,1360,2324,3.26,690,46.8,215,13.76,0,-43.54484,0.0634003537,0.08,n,0.021,1,0,0
clear,5,265,45.83,124,2178,1.03,656,3432,-2.57,937,45.83,215,15.83,0,-48.3995,0.0634003537,0.08,n,0.021,1,0,0
clear,1,320,49.64,349,877,34.39,382,2406,9.79,584,49.64,237,10.67,0,-39.85048,0.0819261794,0.093,n,0.034,1,0,0
clear,2,313,50.37,385,850,35.4,450,2345,7.09,634,50.37,237,13.58,0,-43.27579,0.0819261794,0.093,n,0.034,1,0,0
clear,3,276,49.69,111,948,25.51,618,2372,4.27,412,49.69,237,16.28,0,-45.42393,0.0819261794,0.093,n,0.034,1,0,0
clear,4,256,44.95,19,1427,2.48,596,2314,-4.37,688,44.95,258,22.69,0,-49.31662,0.0819261794,0.093,n,0.034,1,0,0
clear,5,293,38.81,222,1020,4.04,646,2379,-9.28,560,38.81,237,22.68,0,-48.09406,0.0819261794,0.093,n,0.034,1,0,0
clear,1,333,48.06,381,1232,30.5,237,2888,11.17,442,48.06,237,9.57,0,-36.89384,0.094945218,0.108,n,0.038,1,0,0
clear,2,598,45.5,304,1120,42.93,143,2993,18.4,288,50.09,237,4.59,-4.59,-31.68889,0.094945218,0.108,n,0.038,1,0,0
clear,3,623,48.31,543,938,48.31,260,2278,13.42,1587,51.32,237,9.63,-3.01,-37.89939,0.094945218,0.108,n,0.038,1,0,0
clear,4,711,42.65,151,3603,8.65,2314,3878,1.82,744,50.19,237,15.63,-7.54,-48.3738,0.094945218,0.108,n,0.038,1,0,0
clear,5,405,47.47,345,1169,13.74,620,2606,-3.84,224,47.47,237,21.95,0,-51.31484,0.094945218,0.108,n,0.038,1,0,0
normal,1,687,52.62,427,1202,47.07,323,2986,25.47,218,57.18,258,4.57,-4.56,-31.70878,0.2025004926,0.145,n,0.102,1,0,1
normal,2,640,54.96,481,1083,54.94,215,2144,26.18,2169,58.26,280,3.3,-3.3,-32.08227,0.2025004926,0.145,n,0.102,1,0,1
normal,3,689,56.9,368,998,56.9,248,2246,22.55,1794,55.76,234,0.18,1.14,-33.20856,0.2025004926,0.145,n,0.102,1,0,1
normal,4,661,56.85,320,984,58.62,90,2163,18.84,1328,53.75,323,35.5,3.1,-34.91491,0.2025004926,0.145,n,0.102,1,0,1
normal,5,645,56.65,119,1033,51.84,118,2182,18.54,1484,52.69,345,31.01,3.96,-34.14865,0.2025004926,0.145,n,0.102,1,0,1
normal,1,291,59.08,2352,982,46.1,497,2394,22.48,2797,59.08,237,12.64,0,-36.60424,0.2643574482,0.136,n,0.042,1,0,1
normal,2,763,57.23,175,1332,40.89,1366,3477,31.51,614,58.23,237,11.5,-1,-26.71943,0.2643574482,0.136,n,0.042,1,0,1
normal,3,295,55.52,1060,833,58.27,38,2043,19.66,572,55.52,280,6.43,0,-35.85818,0.2643574482,0.136,n,0.042,1,0,1
normal,4,674,55.28,47,1063,39.32,401,1862,12.75,2403,47.72,345,18.96,7.56,-34.96759,0.2643574482,0.136,n,0.042,1,0,1
normal,5,750,50.74,33,840,50.74,373,3515,9.51,459,17.27,215,15.18,33.47,-7.76162,0.2643574482,0.136,n,0.042,1,0,1
normal,1,763,54.58,243,1308,52.76,129,2157,26.64,2644,54.23,258,7.42,0.35,-27.58586,0.1696487266,0.133,n,0.043,1,0,1
normal,2,747,54.48,374,1281,56.28,86,1754,36.69,2192,56.36,258,11.62,-1.88,-19.67091,0.1696487266,0.133,n,0.043,1,0,1
normal,3,635,52.36,1221,983,52.36,421,1552,40.87,779,55.82,280,10.68,-3.46,-14.9488,0.1696487266,0.133,n,0.043,1,0,1
normal,4,785,50.69,388,1235,49.97,118,2429,6.88,1303,51.5,301,41.52,-0.81,-44.61607,0.1696487266,0.133,n,0.043,1,0,1
normal,5,798,44.07,368,1187,45.45,571,3353,11.46,884,45.63,323,32.6,-1.56,-34.16596,0.1696487266,0.133,n,0.043,1,0,1
normal,1,343,57.26,201,1061,40.9,153,2929,17.4,740,57.26,258,12.24,0,-39.86454,0.1161159413,0.11,n,0.035,1,0,1
normal,2,308,57.78,200,1127,34.77,274,2529,11.08,1971,57.78,258,15.76,0,-46.70383,0.1161159413,0.11,n,0.035,1,0,1
normal,3,303,53.48,193,1181,28.81,395,2524,6.55,1555,53.48,280,22.97,0,-46.93011,0.1161159413,0.11,n,0.035,1,0,1
normal,4,399,46.92,188,1039,25.56,382,2750,-3.79,2650,46.92,345,32.72,0,-50.71045,0.1161159413,0.11,n,0.035,1,0,1
normal,5,409,39.71,79,1106,22.42,89,3039,-9.62,1640,28.57,220,17.36,11.14,-38.19143,0.1161159413,0.11,n,0.035,1,0,1
normal,1,415,55.78,467,1215,31.19,698,2994,17.8,197,55.78,258,10.89,0,-37.97947,0.160258903,0.121,n,0.027,1,0,1
normal,2,420,55.63,212,1098,31.01,817,2350,15.09,1259,55.63,280,8.29,0,-40.53656,0.160258903,0.121,n,0.027,1,0,1
normal,3,459,51.62,226,1116,33.43,427,2520,7.59,1415,15.73,258,34.36,35.89,-8.14473,0.160258903,0.121,n,0.027,1,0,1
normal,4,515,43.51,239,1071,32.46,378,2783,9.26,1546,8.63,280,37.33,34.88,0.62717,0.160258903,0.121,n,0.027,1,0,1
normal,5,477,33.8,302,1112,27.8,371,2463,0.86,694,4.35,215,31.52,29.45,-3.49265,0.160258903,0.121,n,0.027,1,0,1
normal,1,431,55.93,246,1233,42.18,121,2843,28.43,220,55.93,258,6.73,0,-27.50175,0.153929568,0.123,n,0.05,1,0,1
normal,2,584,53.63,397,1005,50.06,252,2979,27.92,2411,57.64,237,5.71,-4.01,-29.72447,0.153929568,0.123,n,0.05,1,0,1
normal,3,660,56.23,376,839,56.23,210,2664,18.19,1032,55.81,215,14.27,0.42,-37.62478,0.153929568,0.123,n,0.05,1,0,1
normal,4,589,51.35,787,786,51.35,144,1978,11.16,2271,53.18,215,19.35,-1.83,-42.02451,0.153929568,0.123,n,0.05,1,0,1
normal,5,338,50.78,776,784,43.67,157,1862,1.96,1476,50.78,194,20.96,0,-48.82445,0.153929568,0.123,n,0.05,1,0,1
normal,1,602,53.47,172,1386,34.29,5897,2048,37.69,303,55.49,280,2.02,-2.02,-17.80013,0.13847324,0.121,n,0.028,1,0,1
normal,2,746,56.1,164,1634,47.8,241,2065,41.8,1626,55.74,258,8.14,0.36,-13.94329,0.13847324,0.121,n,0.028,1,0,1
normal,3,816,53.04,298,1235,47.35,3408,1394,47.35,281,54.76,237,12.98,-1.72,-7.40846,0.13847324,0.121,n,0.028,1,0,1
normal,4,644,46.33,841,1022,47.13,2963,1490,31.34,142,53.7,237,23.25,-7.37,-22.36226,0.13847324,0.121,n,0.028,1,0,1
normal,5,676,41.45,339,969,41.45,999,3192,3.28,1169,52.71,215,27.23,-11.26,-49.43426,0.13847324,0.121,n,0.028,1,0,1
normal,1,505,53.83,140,1272,27.85,1533,2655,13.83,661,53.83,280,3.4,0,-40.00403,0.0872926247,0.089,n,0.047,1,0,1
normal,2,432,55.26,168,1153,27.53,2365,1901,16.08,1320,55.26,258,5.85,0,-39.17785,0.0872926247,0.089,n,0.047,1,0,1
normal,3,307,55.93,236,1658,20.39,1159,1755,20.39,2693,55.93,237,15.05,0,-35.5447,0.0872926247,0.089,n,0.047,1,0,1
normal,4,254,54.56,147,1342,26.85,352,2660,3.35,2728,54.56,237,22.56,0,-51.20967,0.0872926247,0.089,n,0.047,1,0,1
normal,5,233,52.93,56,1214,22.67,194,3235,5.1,410,52.93,215,26.88,0,-47.827,0.0872926247,0.089,n,0.047,1,0,1
normal,1,576,58.74,74,1307,43.52,190,3144,30.21,443,54.03,280,7.62,4.71,-23.81885,0.1675644544,0.115,n,0.036,1,0,1
normal,2,655,54.89,218,1074,53.55,171,2769,23.76,1312,52.03,258,2.1,2.86,-28.27386,0.1675644544,0.115,n,0.036,1,0,1
normal,3,719,54.71,374,904,54.71,160,2446,10.54,2551,48.56,240,0.73,6.15,-38.01713,0.1675644544,0.115,n,0.036,1,0,1
normal,4,723,53.64,36,853,53.64,795,3027,5.23,1882,12.94,258,25.52,40.7,-7.71275,0.1675644544,0.115,n,0.036,1,0,1
normal,5,773,48.58,71,1161,28.96,694,3151,10.05,206,10.97,215,27.51,37.61,-0.91734,0.1675644544,0.115,n,0.036,1,0,1
normal,1,760,51.67,208,1454,42.41,129,3249,22.1,247,54.33,258,9.71,-2.66,-32.23049,0.1003723928,0.127,n,0.033,1,0,1
normal,2,724,52.57,287,1247,49.68,169,1736,31.09,2943,53.47,237,10.99,-0.9,-22.37948,0.1003723928,0.127,n,0.033,1,0,1
normal,3,811,51.45,205,1007,51.45,829,1961,18.57,2144,50.61,258,10.32,0.84,-32.03622,0.1003723928,0.127,n,0.033,1,0,1
normal,4,592,43.17,359,998,45.85,73,1979,8.05,1427,44.95,216,0.38,-1.78,-36.89693,0.1003723928,0.127,n,0.033,1,0,1
normal,5,714,40.13,314,1191,23.68,274,2184,-2.68,704,21.58,216,8.9,18.55,-24.26345,0.1003723928,0.127,n,0.033,1,0,1
normal,1,609,50.61,339,1498,42.53,316,1951,36,1517,54.83,280,4.22,-4.22,-18.83012,0.1648748771,0.12,n,0.04,1,0,1
normal,2,782,53.44,328,1481,48.93,254,2695,21.22,1082,55.83,280,5.63,-2.39,-34.60997,0.1648748771,0.12,n,0.04,1,0,1
normal,3,799,53.36,393,1296,48.7,444,1598,46.31,2283,55.02,280,8.48,-1.66,-8.71048,0.1648748771,0.12,n,0.04,1,0,1
normal,4,746,52.74,389,1081,52.74,178,1704,28.25,2839,51.92,280,6.52,0.82,-23.66769,0.1648748771,0.12,n,0.04,1,0,1
normal,5,741,47.27,885,895,47.27,175,1772,16.25,2056,45.93,238,2.5,1.34,-29.67516,0.1648748771,0.12,n,0.04,1,0,1
normal,1,390,52.97,222,991,33.18,501,2412,14.66,707,52.97,280,9.38,0,-38.30767,0.1750351796,0.18,n,0.071,1,0,1
normal,2,323,54.76,158,1180,31.55,523,2212,15.28,750,54.76,280,13.74,0,-39.48307,0.1750351796,0.18,n,0.071,1,0,1
normal,3,283,55.83,125,1224,28.63,498,2201,14.94,510,55.83,258,20.92,0,-40.88875,0.1750351796,0.18,n,0.071,1,0,1
normal,4,285,55.43,231,1202,29.05,594,2041,14.3,835,55.43,237,21.8,0,-41.12521,0.1750351796,0.18,n,0.071,1,0,1
normal,5,313,49.76,227,1166,28.62,442,2218,12.12,667,49.76,237,22.22,0,-37.63639,0.1750351796,0.18,n,0.071,1,0,1
normal,1,631,53.24,187,1333,42.38,249,3217,22.44,385,52.45,238,4.59,0.79,-30.01401,0.147258865,0.215,n,0.045,1,0,1
normal,2,658,52.28,1308,872,52.28,191,1862,24.88,2011,52.98,280,6.98,-0.7,-28.09504,0.147258865,0.215,n,0.045,1,0,1
normal,3,357,53.73,966,1084,40.39,546,2347,10.26,757,53.73,258,15.68,0,-43.47212,0.147258865,0.215,n,0.045,1,0,1
normal,4,748,50.61,503,1061,47.76,383,1457,29.81,2352,52.69,237,13.55,-2.08,-22.8835,0.147258865,0.215,n,0.045,1,0,1
normal,5,607,50.44,278,1143,35.85,328,2311,21.87,1009,49.34,215,11.77,1.1,-27.4688,0.147258865,0.215,n,0.045,1,0,1
normal,1,782,47.24,219,1548,40.01,112,3263,22.84,287,52.72,258,10.77,-5.48,-29.87697,0.1149802714,0.12,n,0.037,1,0,1
normal,2,838,48.9,256,1507,44.98,94,3145,23.26,315,53.28,258,12.93,-4.38,-30.01859,0.1149802714,0.12,n,0.037,1,0,1
normal,3,872,45.97,189,1445,40.44,129,3250,17.36,474,52.39,237,16.21,-6.42,-35.03029,0.1149802714,0.12,n,0.037,1,0,1
normal,4,860,42.34,195,1383,33.44,278,3194,9.09,809,50.49,237,19.56,-8.15,-41.39899,0.1149802714,0.12,n,0.037,1,0,1
normal,5,839,39.43,199,1448,24.81,225,3214,1.25,328,47.38,237,22.01,-7.95,-46.12909,0.1149802714,0.12,n,0.037,1,0,1
normal,1,389,50.39,335,958,36.6,347,2350,11.55,1056,50.39,258,8.7,0,-38.83696,0.0525986111,0.079,n,0.025,1,0,1
normal,2,366,52.1,524,968,39.88,385,2427,8.63,710,52.1,258,11.95,0,-43.47024,0.0525986111,0.079,n,0.025,1,0,1
normal,3,622,39.36,455,1701,13.27,1613,2858,9.98,738,51.98,237,14.39,-12.62,-42.00155,0.0525986111,0.079,n,0.025,1,0,1
normal,4,300,51.97,324,1183,25.21,685,2532,5.64,2441,51.97,237,16.62,0,-46.32746,0.0525986111,0.079,n,0.025,1,0,1
normal,5,290,50.57,364,1099,24.75,586,2686,4.26,1484,50.57,237,19.13,0,-46.31195,0.0525986111,0.079,n,0.025,1,0,1
normal,1,708,47.8,291,1250,35.46,580,3132,17.55,315,51.14,258,6.94,-3.34,-33.58546,0.0581921653,0.066,n,0.057,1,0,1
normal,2,747,49.46,223,1232,38.36,732,3232,16.95,509,51.41,258,7.72,-1.95,-34.45641,0.0581921653,0.066,n,0.057,1,0,1
normal,3,758,50.85,205,1047,43.75,704,3346,15.92,567,51.49,237,11.01,-0.64,-35.56603,0.0581921653,0.066,n,0.057,1,0,1
normal,4,739,48.16,427,857,48.16,261,3563,10.75,410,48.92,237,15.38,-0.76,-38.16679,0.0581921653,0.066,n,0.057,1,0,1
normal,5,798,44.79,485,827,44.79,248,3496,4.93,475,46.88,237,18.74,-2.09,-41.95267,0.0581921653,0.066,n,0.057,1,0,1
normal,1,327,52.45,237,1213,28.97,385,2923,6.46,1715,52.45,258,14.52,0,-45.98537,0.0739286808,0.14,n,0.039,1,0,1
normal,2,332,52.36,318,1133,22.33,1346,2704,6.8,995,52.36,258,15.92,0,-45.55901,0.0739286808,0.14,n,0.039,1,0,1
normal,3,277,52.2,123,1391,21.84,584,2864,5.12,1094,52.2,237,18.55,0,-47.08346,0.0739286808,0.14,n,0.039,1,0,1
normal,4,278,53.19,182,1170,29.25,195,3091,8.42,702,53.19,237,21,0,-44.76846,0.0739286808,0.14,n,0.039,1,0,1
normal,5,297,52.12,178,1267,30.25,498,2849,8.91,594,52.12,237,22.47,0,-43.20729,0.0739286808,0.14,n,0.039,1,0,1
normal,1,275,51.4,185,1003,21.09,315,3341,2.5,1221,51.4,237,23.1,0,-48.89629,0.0737473626,0.075,n,0.049,1,0,1
normal,2,279,51.1,280,1001,22.87,469,3280,3.83,1547,51.1,237,23.03,0,-47.26751,0.0737473626,0.075,n,0.049,1,0,1
normal,3,574,35.38,426,1941,5.2,2716,3519,3.53,844,50.37,215,24.15,-14.99,-46.83842,0.0737473626,0.075,n,0.049,1,0,1
normal,4,419,48.6,483,1737,1.72,972,3255,-1.75,1340,48.6,215,24.05,0,-50.34716,0.0737473626,0.075,n,0.049,1,0,1
normal,5,709,33.78,340,1482,8.06,1813,3391,-0.59,459,46.97,215,24.99,-13.19,-47.56308,0.0737473626,0.075,n,0.049,1,0,1
normal,1,425,57.28,149,2309,36.61,165,3264,34.88,164,57.28,258,6.56,0,-22.4004,0.1533219018,0.147,n,0.034,1,0,1
normal,2,708,55.13,160,1804,42.54,3386,2438,34.81,5467,55.19,237,6.78,-0.06,-20.37754,0.1533219018,0.147,n,0.034,1,0,1
normal,3,792,52.55,232,1370,48.02,100,3329,27.89,203,53.76,237,13.1,-1.21,-25.86772,0.1533219018,0.147,n,0.034,1,0,1
normal,4,812,44.35,341,1142,44.35,147,3622,12.17,374,52.7,237,22.5,-8.35,-40.53401,0.1533219018,0.147,n,0.034,1,0,1
normal,5,263,49.45,261,1055,27.3,218,2085,-1.3,1578,49.45,215,33.34,0,-50.75439,0.1533219018,0.147,n,0.034,1,0,1
normal,1,822,47.5,187,1469,39.35,127,3570,21.16,143,52.35,258,12.47,-4.85,-31.18782,0.0934936761,0.08,n,0.042,1,0,1
normal,2,846,48.28,186,1452,40.13,110,3558,23.99,142,52.87,258,13.71,-4.59,-28.88176,0.0934936761,0.08,n,0.042,1,0,1
normal,3,846,45.9,198,1407,38.7,141,3678,21.6,204,51.92,237,17.16,-6.02,-30.32371,0.0934936761,0.08,n,0.042,1,0,1
normal,4,823,42.8,341,1368,35.2,265,3796,15.89,208,48.72,215,23.56,-5.92,-32.83293,0.0934936761,0.08,n,0.042,1,0,1
normal,5,794,38.72,370,1347,33.27,272,3804,11.53,413,46.61,215,23.85,-7.89,-35.07946,0.0934936761,0.08,n,0.042,1,0,1
normal,1,631,44.73,230,1539,34.39,148,3102,17.52,233,48.25,258,3.52,-3.52,-30.73018,0.071109969,0.124,n,0.026,1,0,1
normal,2,730,44.47,291,1448,34.32,303,3169,18.27,304,50.17,237,8.56,-5.7,-31.89539,0.071109969,0.124,n,0.026,1,0,1
normal,3,455,50.81,1232,848,45.66,279,1657,17.2,1837,50.81,237,11.54,0,-33.60791,0.071109969,0.124,n,0.026,1,0,1
normal,4,374,49.95,491,894,42.41,140,2205,5.32,1555,49.95,237,13.15,0,-44.62555,0.071109969,0.124,n,0.026,1,0,1
normal,5,290,49.12,293,931,34.11,163,2252,-2.68,1940,49.12,237,17.35,0,-51.79804,0.071109969,0.124,n,0.026,1,0,1
normal,1,816,44.82,137,1384,34.69,168,3546,13.33,243,46.37,258,8.88,-1.55,-33.03755,0.0536478957,0.07,n,0.021,1,0,1
normal,2,824,45.64,131,1427,33.77,158,3613,13.94,238,48.22,258,11.24,-2.58,-34.28458,0.0536478957,0.07,n,0.021,1,0,1
normal,3,812,45.56,178,1576,32.37,136,3642,9.43,413,49.51,237,15.78,-3.95,-40.08191,0.0536478957,0.07,n,0.021,1,0,1
normal,4,814,44.99,374,1491,28.5,322,3611,13.23,423,49.64,237,17.86,-4.65,-36.41306,0.0536478957,0.07,n,0.021,1,0,1
normal,5,814,43.92,374,1491,22.76,322,3611,10.04,423,48.49,237,19.55,-4.57,-38.44668,0.0536478957,0.07,n,0.021,1,0,1
normal,1,288,51.85,430,1210,31.14,294,2702,3.68,1851,51.85,237,19.57,0,-48.16971,0.0985233699,0.128,n,0.047,1,0,1
normal,2,276,51.87,313,1093,27.02,387,2256,3.89,3497,51.87,237,23.22,0,-47.97673,0.0985233699,0.128,n,0.047,1,0,1
normal,3,283,51.68,323,1027,23.33,639,2099,2.9,2062,51.68,237,24.09,0,-48.77597,0.0985233699,0.128,n,0.047,1,0,1
normal,4,260,50.48,445,967,27.53,528,2124,3.96,2126,50.48,215,24.12,0,-46.51628,0.0985233699,0.128,n,0.047,1,0,1
normal,5,273,50.95,391,1145,28.41,233,3047,2.34,700,50.95,215,25.51,0,-48.61392,0.0985233699,0.128,n,0.047,1,0,1
normal,1,838,53.81,220,1500,47.65,138,3276,27.05,281,53.53,266,1.82,0.28,-26.47902,0.1371696379,0.085,n,0.045,1,0,1
normal,2,854,52.9,260,1122,52.9,1936,1739,39.59,1148,51.98,266,0.39,0.92,-12.39253,0.1371696379,0.085,n,0.045,1,0,1
normal,3,761,52.11,176,1178,49.85,114,2514,14.22,1669,48.18,266,6.77,3.93,-33.96436,0.1371696379,0.085,n,0.045,1,0,1
normal,4,895,49.6,339,1220,40.07,181,2584,11.28,1360,31.39,266,-1.38,18.21,-20.11262,0.1371696379,0.085,n,0.045,1,0,1
normal,5,750,45.83,926,968,45.83,58,2139,12.07,1310,9.92,258,13.79,35.91,2.14981,0.1371696379,0.085,n,0.045,1,0,1
normal,1,761,49.64,300,1508,40.56,276,3364,27.21,211,51.38,301,39.62,-1.74,-24.16816,0.0974247777,0.136,n,0.035,1,0,1
normal,2,792,50.32,236,1516,47.28,107,3030,22.25,626,51.39,301,36.67,-1.07,-29.13763,0.0974247777,0.136,n,0.035,1,0,1
normal,3,786,48.54,293,1456,45.91,110,3135,19.33,637,50.56,280,5.28,-2.02,-31.23085,0.0974247777,0.136,n,0.035,1,0,1
normal,4,564,45.7,1202,1228,41.68,385,2421,18.1,886,50.65,280,10.99,-4.95,-32.55039,0.0974247777,0.136,n,0.035,1,0,1
normal,5,799,47.71,202,1560,43.07,85,3300,23.38,385,48.73,258,15.02,-1.02,-25.35024,0.0974247777,0.136,n,0.035,1,0,1
normal,1,751,47.48,272,1065,42.04,2339,1221,42.04,452,48.51,237,10.46,-1.03,-6.47096,0.0794729255,0.079,n,0.064,1,0,1
normal,2,734,48.13,302,1211,42.55,219,1375,42.55,1942,49.62,237,13.8,-1.49,-7.06874,0.0794729255,0.079,n,0.064,1,0,1
normal,3,542,45.14,1352,897,45.14,296,1473,29.34,768,49.62,237,19.88,-4.48,-20.2791,0.0794729255,0.079,n,0.064,1,0,1
normal,4,284,49.8,813,998,37.8,262,1488,22.48,934,49.8,237,29.56,0,-27.32281,0.0794729255,0.079,n,0.064,1,0,1
normal,5,215,49.2,637,1074,33.11,194,1301,29.87,2095,49.2,237,33.44,0,-19.33252,0.0794729255,0.079,n,0.064,1,0,1
normal,1,500,47.66,188,852,45.27,388,2921,3.73,1539,47.66,280,2.39,0,-43.93211,0.0523826691,0.144,c,0.021,0,1,1
normal,2,409,47.96,170,931,23.77,653,2857,8.19,1893,47.96,258,5.79,0,-39.7695,0.0523826691,0.144,c,0.021,0,1,1
normal,3,311,49.47,164,943,26.24,781,2968,8.1,1814,49.47,258,14.17,0,-41.36791,0.0523826691,0.144,c,0.021,0,1,1
normal,4,292,49.67,161,990,22.2,582,2507,-2.49,1454,49.67,237,15.15,0,-52.16368,0.0523826691,0.144,c,0.021,0,1,1
normal,5,275,48.4,185,1039,19.62,411,2572,-1.11,1409,48.4,237,20.04,0,-49.51444,0.0523826691,0.144,c,0.021,0,1,1
normal,1,636,52.44,143,1160,43.36,175,3017,21.84,447,50.34,218,9.44,2.1,-28.49756,0.0893749084,0.103,n,0.041,1,0,1
normal,2,646,51.35,190,1069,49.55,165,3169,19.27,787,49.49,280,1.83,1.86,-30.22123,0.0893749084,0.103,n,0.041,1,0,1
normal,3,394,50.73,1030,792,50.31,83,2100,13.94,910,50.73,258,5.87,0,-36.79095,0.0893749084,0.103,n,0.041,1,0,1
normal,4,460,51.64,603,847,46.96,209,1945,18.21,862,51.64,258,7.75,0,-33.42694,0.0893749084,0.103,n,0.041,1,0,1
normal,5,728,41.87,520,1098,35.74,767,3611,12.28,383,51.14,237,9.51,-9.27,-38.8637,0.0893749084,0.103,n,0.041,1,0,1
normal,1,294,49.98,91,1145,19.98,570,2669,-2.15,2742,49.98,258,15.65,0,-52.13202,0.0902847645,0.083,n,0.042,1,0,1
normal,2,286,50.16,77,1178,21.05,501,2386,-3.02,1835,50.16,258,17.51,0,-53.17603,0.0902847645,0.083,n,0.042,1,0,1
normal,3,283,50.63,89,1233,20.74,627,2310,3.18,1330,50.63,258,18.3,0,-47.44892,0.0902847645,0.083,n,0.042,1,0,1
normal,4,291,51.14,170,1185,22.64,499,2343,3.73,1382,51.14,258,19.78,0,-47.40922,0.0902847645,0.083,n,0.042,1,0,1
normal,5,288,51.52,175,1184,26.68,183,2405,3.68,855,51.52,258,20.47,0,-47.84038,0.0902847645,0.083,n,0.042,1,0,1
normal,1,462,48.81,216,1068,35.26,271,2821,11.82,667,48.81,280,4.5,0,-36.99155,0.0636640944,0.057,n,0.047,1,0,1
normal,2,475,49.38,230,1049,37.36,328,2771,14.09,2000,49.38,280,4.13,0,-35.29329,0.0636640944,0.057,n,0.047,1,0,1
normal,3,486,50.13,414,936,42.66,293,2711,14.36,1667,50.13,258,5.62,0,-35.77102,0.0636640944,0.057,n,0.047,1,0,1
normal,4,482,50.64,686,882,46.01,198,2373,10.91,1612,50.64,258,9.38,0,-39.72594,0.0636640944,0.057,n,0.047,1,0,1
normal,5,496,50.65,633,892,46.24,188,2280,11.19,1439,50.65,258,10.12,0,-39.4615,0.0636640944,0.057,n,0.047,1,0,1
normal,1,603,47.82,208,1326,41.41,120,3277,18.94,1882,49.38,258,1.55,-1.56,-30.44046,0.0897854902,0.113,n,0.056,1,0,1
normal,2,695,48.61,549,977,48.61,435,1948,21.41,1660,51.26,258,5.58,-2.65,-29.85135,0.0897854902,0.113,n,0.056,1,0,1
normal,3,661,50.62,563,1562,19.38,630,2989,10.15,620,51.22,258,9.09,-0.6,-41.07344,0.0897854902,0.113,n,0.056,1,0,1
normal,4,748,50.72,35,2156,16.26,874,3579,24.4,113,50.32,258,11.62,0.4,-25.91919,0.0897854902,0.113,n,0.056,1,0,1
normal,5,733,47.2,52,1976,9.72,1044,3633,16.23,105,48.33,237,15.43,-1.13,-32.09593,0.0897854902,0.113,n,0.056,1,0,1
normal,1,728,32.76,353,1328,21.71,246,3325,-3.18,1248,47.78,215,24.88,-15.02,-50.96444,0.0620432082,0.23,n,0.019,1,0,1
normal,2,277,51.65,869,966,41.17,586,1376,34.33,300,51.65,258,16.23,0,-17.31952,0.0620432082,0.23,n,0.019,1,0,1
normal,3,597,42.24,2469,648,42.24,340,1382,31.88,244,47.19,323,37.06,-4.95,-15.30521,0.0620432082,0.23,n,0.019,1,0,1
normal,4,499,44.77,315,1030,36.04,179,3055,1.77,2792,44.77,345,39.28,0,-43.0029,0.0620432082,0.23,n,0.019,1,0,1
normal,5,391,42.99,132,1039,22.52,375,2266,3.24,674,42.99,345,37.59,0,-39.75052,0.0620432082,0.23,n,0.019,1,0,1
